1241667401	20250503	202505	2025	2025.3370	CHN	CHINA	CHN								MIL	ARMY						MIL			0	138	138	13	3	-7.0	2	1	2	-1.23456790123457	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667402	20250503	202505	2025	2025.3370	CHN	CHINA	CHN								MIL	ARMY						MIL			0	138	138	13	3	-7.0	2	1	2	-1.23456790123457	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667403	20250503	202505	2025	2025.3370	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								0	120	120	12	3	-4.0	10	1	10	0.0946073793755904	1	China	CH	CH		35	105	CH	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250503233000	https://tribune.com.pk/story/2543784/caught-between-american-and-chinese-patronage
1241667404	20250503	202505	2025	2025.3370	CHN	CHINA	CHN								PAKBUS	PAKISTAN	PAK					BUS			1	042	042	04	1	1.9	1	1	1	6.25	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	4	Sargodha, Punjab, Pakistan	PK	PK04	23676	32.0836	72.6711	-2773597	20250503233000	https://dailytimes.com.pk/1295616/chinese-delegation-visits-sargodha-chamber-to-explore-trade-opportunities/
1241667405	20250503	202505	2025	2025.3370	CHN	CHINA	CHN								PAKBUS	PAKISTAN	PAK					BUS			1	042	042	04	1	1.9	5	1	5	6.25	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250503233000	https://dailytimes.com.pk/1295616/chinese-delegation-visits-sargodha-chamber-to-explore-trade-opportunities/
1241667406	20250503	202505	2025	2025.3370	CHN	CHINA	CHN								USA	THE US	USA								1	190	190	19	4	-10.0	5	1	5	0.0946073793755904	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250503233000	https://tribune.com.pk/story/2543784/caught-between-american-and-chinese-patronage
1241667407	20250503	202505	2025	2025.3370	CHNGOV	CHINA	CHN					GOV													1	020	020	02	1	3.0	2	1	2	2.33918128654971	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	China	CH	CH		35	105	CH	20250503233000	https://en.apa.az/asia/chinese-envoy-voices-criticism-of-us-tariff-hikes-calls-for-dialogue-based-on-equality-466719
1241667408	20250503	202505	2025	2025.3370	CHNGOV	CHINESE	CHN					GOV													1	026	026	02	1	4.0	2	1	2	2.33918128654971	1	China	CH	CH		35	105	CH	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250503233000	https://en.apa.az/asia/chinese-envoy-voices-criticism-of-us-tariff-hikes-calls-for-dialogue-based-on-equality-466719
1241667409	20250503	202505	2025	2025.3370	CHNGOV	CHINA	CHN					GOV													1	026	026	02	1	4.0	1	1	1	2.33918128654971	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250503233000	https://en.apa.az/asia/chinese-envoy-voices-criticism-of-us-tariff-hikes-calls-for-dialogue-based-on-equality-466719
1241667410	20250503	202505	2025	2025.3370	CHNGOV	CHINESE	CHN					GOV													1	111	111	11	3	-2.0	6	1	6	2.33918128654971	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250503233000	https://en.apa.az/asia/chinese-envoy-voices-criticism-of-us-tariff-hikes-calls-for-dialogue-based-on-equality-466719
1241667411	20250503	202505	2025	2025.3370	CHR	CHRISTIAN				CHR															1	071	071	07	2	7.4	5	1	5	0.73746312684366	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250503233000	https://www.theblaze.com/columns/opinion/florida-is-now-ground-zero-in-the-national-fight-for-educational-freedom
1241667412	20250503	202505	2025	2025.3370	COP	PRISON						COP													1	173	173	17	4	-5.0	2	1	2	-3.17460317460318	3	Solano County, California, United States	US	USCA	CA095	38.2332	-121.951	277312	0								3	Solano County, California, United States	US	USCA		38.2332	-121.951	277312	20250503233000	https://www.thereporter.com/2025/05/03/vacaville-man-sentenced-for-manufacturing-dmt/
1241667413	20250503	202505	2025	2025.3370	COP	DEPUTY						COP			CVL	COMMUNITY						CVL			1	182	182	18	4	-9.5	8	1	8	2.96052631578948	3	Columbia County, Georgia, United States	US	USGA	GA073	33.5501	-82.2504	348865	3	Columbia County, Georgia, United States	US	USGA		33.5501	-82.2504	348865	3	Columbia County, Georgia, United States	US	USGA		33.5501	-82.2504	348865	20250503233000	https://www.yahoo.com/news/public-safety-preparedness-fair-back-202255724.html
1241667414	20250503	202505	2025	2025.3370	COP	DEPUTY						COP			CVL	COMMUNITY						CVL			1	190	190	19	4	-10.0	6	1	6	2.96052631578948	3	Columbia County, Georgia, United States	US	USGA	GA073	33.5501	-82.2504	348865	3	Columbia County, Georgia, United States	US	USGA		33.5501	-82.2504	348865	3	Columbia County, Georgia, United States	US	USGA		33.5501	-82.2504	348865	20250503233000	https://www.yahoo.com/news/public-safety-preparedness-fair-back-202255724.html
1241667415	20250503	202505	2025	2025.3370	COP	LAW ENFORCEMENT AGENCIES						COP			USA	FLORIDA	USA								1	130	130	13	3	-4.4	9	1	9	-15.4022988505747	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Palm Bay, Florida, United States	US	USFL		28.0345	-80.5887	288389	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250503233000	https://spacecoastdaily.com/2025/05/arrests-in-brevard-county-may-3-2025-suspects-presumed-innocent-until-proven-guilty/
1241667416	20250503	202505	2025	2025.3370	COP	POLICE						COP			USA	LOS ANGELES	USA								1	193	193	19	4	-10.0	7	1	7	-6.52173913043478	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250503233000	https://www.yahoo.com/news/police-shoot-injure-armed-man-202855216.html
1241667417	20250503	202505	2025	2025.3370	COPCOP	POLICE						COP	COP												0	012	012	01	1	-0.4	2	1	2	-1.32158590308371	4	Northumbria, Northumberland, United Kingdom	UK	UKJ6	40125	55	-2.5	-2604405	0								4	Northumbria, Northumberland, United Kingdom	UK	UKJ6	40125	55	-2.5	-2604405	20250503233000	https://www.nzherald.co.nz/world/fourteen-children-arrested-in-uk-following-death-of-teenage-boy/JRL7E3K33VC2JN33HSY3YMCJMQ/
1241667418	20250503	202505	2025	2025.3370	CRM	PERPETRATOR						CRM			COP	POLICE						COP			0	100	100	10	3	-5.0	5	1	5	2.66512166859792	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20250503233000	https://gna.org.gh/2025/05/gja-honours-24-champions-of-press-freedom/
1241667419	20250503	202505	2025	2025.3370	CVL	HUNTER						CVL													0	017	017	01	1	0.0	60	10	60	1.47783251231527	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20250503233000	https://www.leaderlive.co.uk/news/national/25136972.owe-debt-gratitude-served-second-world-war-says-swinney/
1241667420	20250503	202505	2025	2025.3370	CVL	COMMUNITY						CVL													1	043	043	04	1	2.8	2	1	2	3.90879478827361	4	Katong, Jawa Tengah, Indonesia	ID	ID07	18585	-7.0236	110.583	9148443	0								4	Katong, Jawa Tengah, Indonesia	ID	ID07	18585	-7.0236	110.583	9148443	20250503233000	https://www.islands.com/1847301/singapore-underrated-neighborhood-generations-old-restaurants-rich-history-katong-joo-chiat/
1241667421	20250503	202505	2025	2025.3370	CVL	COMMUNITY						CVL													1	043	043	04	1	2.8	8	1	8	3.90879478827361	1	Singapore	SN	SN		1.366667	103.8	SN	0								1	Singapore	SN	SN		1.366667	103.8	SN	20250503233000	https://www.islands.com/1847301/singapore-underrated-neighborhood-generations-old-restaurants-rich-history-katong-joo-chiat/
1241667422	20250503	202505	2025	2025.3370	CVL	RESIDENTS						CVL													1	051	051	05	1	3.4	1	1	1	0.63694267515924	3	West Jefferson, Ohio, United States	US	USOH	OH171	41.572	-84.5566	1061740	0								3	West Jefferson, Ohio, United States	US	USOH		41.572	-84.5566	1061740	20250503233000	https://abc6onyourside.com/news/local/residents-celebrate-as-vanguard-halts-controversial-project-in-west-jefferson
1241667423	20250503	202505	2025	2025.3370	CVL	RESIDENTS						CVL													1	051	051	05	1	3.4	4	1	4	0.63694267515924	3	Madison County, Ohio, United States	US	USOH	OH097	39.8667	-83.4333	1074061	0								3	Madison County, Ohio, United States	US	USOH		39.8667	-83.4333	1074061	20250503233000	https://abc6onyourside.com/news/local/residents-celebrate-as-vanguard-halts-controversial-project-in-west-jefferson
1241667424	20250503	202505	2025	2025.3370	CVL	CITIZEN						CVL													1	110	110	11	3	-2.0	5	1	5	-4.21455938697318	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	0								4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	20250503233000	https://www.freepressjournal.in/bhopal/dispute-causes-mayor-pass-launch-delay-70-80k-commuters-affected
1241667425	20250503	202505	2025	2025.3370	CVL	VOTER						CVL			EDU	SCHOOL						EDU			1	051	051	05	1	3.4	7	1	7	1.25786163522012	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250503233000	https://www.northcentralpa.com/news/state/poll-school-choice-support-defies-partisanship-in-pennsylvania/article_d95bbb73-f663-5dfe-9cc2-5c5d523f7d22.html
1241667426	20250503	202505	2025	2025.3370	CVL	VOTER						CVL			EDU	SCHOOL						EDU			1	051	051	05	1	3.4	3	1	3	1.25786163522012	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250503233000	https://www.northcentralpa.com/news/state/poll-school-choice-support-defies-partisanship-in-pennsylvania/article_d95bbb73-f663-5dfe-9cc2-5c5d523f7d22.html
1241667427	20250503	202505	2025	2025.3370	CVL	TRAVELER						CVL			GBR	UNITED KINGDOM	GBR								1	026	026	02	1	4.0	2	1	2	3.51351351351351	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	20250503233000	https://www.islands.com/1847378/situated-between-glasgow-edinburgh-scottish-town-easy-access-stunning-canal-quaint-appeal-larbert-scotland/
1241667428	20250503	202505	2025	2025.3370	CVL	TRAVELER						CVL			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	1	1	1	3.51351351351351	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20250503233000	https://www.islands.com/1847378/situated-between-glasgow-edinburgh-scottish-town-easy-access-stunning-canal-quaint-appeal-larbert-scotland/
1241667429	20250503	202505	2025	2025.3370	CVL	TRAVELER						CVL			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	1	1	1	3.51351351351351	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	20250503233000	https://www.islands.com/1847378/situated-between-glasgow-edinburgh-scottish-town-easy-access-stunning-canal-quaint-appeal-larbert-scotland/
1241667430	20250503	202505	2025	2025.3370	CVL	TRAVELER						CVL			GBR	EDINBURGH	GBR								1	043	043	04	1	2.8	6	1	6	3.51351351351351	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20250503233000	https://www.islands.com/1847378/situated-between-glasgow-edinburgh-scottish-town-easy-access-stunning-canal-quaint-appeal-larbert-scotland/
1241667431	20250503	202505	2025	2025.3370	CVL	TRAVELER						CVL			GBR	EDINBURGH	GBR								1	043	043	04	1	2.8	2	1	2	3.51351351351351	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	20250503233000	https://www.islands.com/1847378/situated-between-glasgow-edinburgh-scottish-town-easy-access-stunning-canal-quaint-appeal-larbert-scotland/
1241667432	20250503	202505	2025	2025.3370	CVL	TRAVELER						CVL			GBR	EDINBURGH	GBR								1	043	043	04	1	2.8	2	1	2	3.51351351351351	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	4	Larbert, Falkirk, United Kingdom	UK	UKU9	40176	56.0167	-3.83333	-2600761	20250503233000	https://www.islands.com/1847378/situated-between-glasgow-edinburgh-scottish-town-easy-access-stunning-canal-quaint-appeal-larbert-scotland/
1241667433	20250503	202505	2025	2025.3370	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								1	051	051	05	1	3.4	6	1	6	0.63694267515924	3	Madison County, Ohio, United States	US	USOH	OH097	39.8667	-83.4333	1074061	3	Madison County, Ohio, United States	US	USOH		39.8667	-83.4333	1074061	3	Madison County, Ohio, United States	US	USOH		39.8667	-83.4333	1074061	20250503233000	https://abc6onyourside.com/news/local/residents-celebrate-as-vanguard-halts-controversial-project-in-west-jefferson
1241667434	20250503	202505	2025	2025.3370	CYMELI	PETER SMITH	CYM					ELI													0	010	010	01	1	0.0	10	1	10	-8.46625766871169	3	Tarrant County, Texas, United States	US	USTX	TX439	32.7668	-97.3003	1384005	0								3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	20250503233000	https://www.dallasnews.com/news/public-safety/2025/05/03/tarrant-county-families-speak-before-texas-jail-commission-on-jail-deaths/
1241667435	20250503	202505	2025	2025.3370	CYMELI	PETER SMITH	CYM					ELI													0	060	060	06	2	6.0	10	1	10	-8.46625766871169	3	Tarrant County, Texas, United States	US	USTX	TX439	32.7668	-97.3003	1384005	0								3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	20250503233000	https://www.dallasnews.com/news/public-safety/2025/05/03/tarrant-county-families-speak-before-texas-jail-commission-on-jail-deaths/
1241667436	20250503	202505	2025	2025.3370	CZE	CZECH	CZE																		0	111	111	11	3	-2.0	5	1	5	1.08108108108108	1	Czech Republic	EZ	EZ		49.75	15	EZ	0								1	Czech Republic	EZ	EZ		49.75	15	EZ	20250503233000	https://carbuzz.com/the-10-oldest-car-brands-in-the-world/
1241667437	20250503	202505	2025	2025.3370	CZE	CZECH	CZE																		0	111	111	11	3	-2.0	8	1	8	1.08108108108108	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250503233000	https://carbuzz.com/the-10-oldest-car-brands-in-the-world/
1241667438	20250503	202505	2025	2025.3370	DEU	BRUNSWICK	DEU																		1	172	172	17	4	-5.0	10	1	10	-13.6986301369863	0								0								0								20250503233000	https://www.wect.com/2025/05/03/burn-ban-effect-brunswick-county-amid-boiling-spring-lakes-fire/
1241667439	20250503	202505	2025	2025.3370	DNKGRL	GREENLAND	DNK																		0	043	043	04	1	2.8	1	1	1	0.0704225352112702	1	Israel	IS	IS		31.5	34.75	IS	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250503233000	https://www.dailyherald.com/20250503/nation-and-world-politics/inside-waltzs-ouster-before-signalgate-talks-with-israel-angered-trump/
1241667440	20250503	202505	2025	2025.3370	DNKGRL	GREENLAND	DNK								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	1	1	1	0.0704225352112702	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250503233000	https://www.dailyherald.com/20250503/nation-and-world-politics/inside-waltzs-ouster-before-signalgate-talks-with-israel-angered-trump/
1241667441	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU													0	046	046	04	1	7.0	10	1	10	3.76106194690265	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250503233000	https://nyunews.com/2025/05/03/washington-square-news-dharma-niles-appointed-eic/
1241667442	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU													1	051	051	05	1	3.4	10	1	10	5.18518518518519	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20250503233000	https://www.yahoo.com/news/over-150-graduating-las-cruces-203328866.html
1241667443	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU													0	110	110	11	3	-2.0	5	1	5	-3.13837375178316	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250503233000	https://tribune.com.pk/story/2543778/pakistans-youth-and-the-rebirth-of-civic-imagination
1241667444	20250503	202505	2025	2025.3370	EDU	SCHOOL						EDU													1	110	110	11	3	-2.0	6	1	6	0.975609756097559	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	0								3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20250503233000	https://www.yahoo.com/news/4-incumbents-facing-challengers-episd-211225082.html
1241667445	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU													1	110	110	11	3	-2.0	1	1	1	5.18518518518519	3	Las Cruces, New Mexico, United States	US	USNM	NM013	32.3123	-106.778	899715	0								3	Las Cruces, New Mexico, United States	US	USNM		32.3123	-106.778	899715	20250503233000	https://www.yahoo.com/news/over-150-graduating-las-cruces-203328866.html
1241667446	20250503	202505	2025	2025.3370	EDU	SCHOOL						EDU													1	1721	172	17	4	-5.0	6	1	6	0.975609756097559	3	El Paso, Texas, United States	US	USTX	TX141	31.7587	-106.487	1380946	0								3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20250503233000	https://www.yahoo.com/news/4-incumbents-facing-challengers-episd-211225082.html
1241667447	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU			GOV	MAYOR						GOV			1	036	036	03	1	4.0	5	1	5	-4.21455938697318	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	20250503233000	https://www.freepressjournal.in/bhopal/dispute-causes-mayor-pass-launch-delay-70-80k-commuters-affected
1241667448	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU			JUD	JUDGE						JUD			1	084	084	08	2	7.0	1	1	1	-7.39644970414201	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	University Of Minnesota, Minnesota, United States	US	USMN		44.0697	-93.5161	653528	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667449	20250503	202505	2025	2025.3370	EDU	SCHOOL						EDU			LEG	LAWMAKER						LEG			0	071	071	07	2	7.4	10	1	10	1.25786163522012	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250503233000	https://www.northcentralpa.com/news/state/poll-school-choice-support-defies-partisanship-in-pennsylvania/article_d95bbb73-f663-5dfe-9cc2-5c5d523f7d22.html
1241667450	20250503	202505	2025	2025.3370	EDU	SCHOOL						EDU			USA	NEW MEXICO	USA								1	051	051	05	1	3.4	1	1	1	5.18518518518519	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20250503233000	https://www.yahoo.com/news/over-150-graduating-las-cruces-203328866.html
1241667451	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	4	1	4	5.18518518518519	3	Las Cruces, New Mexico, United States	US	USNM	NM013	32.3123	-106.778	899715	3	Las Cruces, New Mexico, United States	US	USNM		32.3123	-106.778	899715	3	Las Cruces, New Mexico, United States	US	USNM		32.3123	-106.778	899715	20250503233000	https://www.yahoo.com/news/over-150-graduating-las-cruces-203328866.html
1241667452	20250503	202505	2025	2025.3370	EDU	SCHOOL						EDU			USA	PENNSYLVANIA	USA								1	128	128	12	3	-5.0	5	1	5	1.25786163522012	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250503233000	https://www.northcentralpa.com/news/state/poll-school-choice-support-defies-partisanship-in-pennsylvania/article_d95bbb73-f663-5dfe-9cc2-5c5d523f7d22.html
1241667453	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU			USAJUD	UNITED STATES	USA					JUD			1	020	020	02	1	3.0	1	1	1	-7.39644970414201	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667454	20250503	202505	2025	2025.3370	EDU	STUDENT						EDU			USAJUD	UNITED STATES	USA					JUD			1	050	050	05	1	3.5	1	1	1	-7.39644970414201	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	University Of Minnesota, Minnesota, United States	US	USMN		44.0697	-93.5161	653528	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667455	20250503	202505	2025	2025.3370	EGY	CAIRO	EGY								ISR	ISRAEL	ISR								1	045	045	04	1	5.0	2	1	2	-8.00970873786408	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250503233000	https://www.yahoo.com/news/israel-calls-qatar-stop-playing-225334442.html
1241667456	20250503	202505	2025	2025.3370	EGY	CAIRO	EGY								PSEREB	HAMAS	PSE					REB			1	045	045	04	1	5.0	2	1	2	-8.00970873786408	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250503233000	https://www.yahoo.com/news/israel-calls-qatar-stop-playing-225334442.html
1241667457	20250503	202505	2025	2025.3370	EGY	CAIRO	EGY								QAT	QATAR	QAT								1	025	025	02	1	-0.3	2	1	2	-8.00970873786408	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Qatar	QA	QA		25.5	51.25	QA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250503233000	https://www.yahoo.com/news/israel-calls-qatar-stop-playing-225334442.html
1241667458	20250503	202505	2025	2025.3370	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	025	025	02	1	-0.3	1	1	1	-8.00970873786408	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Qatar	QA	QA		25.5	51.25	QA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250503233000	https://www.yahoo.com/news/israel-calls-qatar-stop-playing-225334442.html
1241667459	20250503	202505	2025	2025.3370	EGY	NILE	EGY								USA	WASHINGTON	USA								0	046	046	04	1	7.0	5	1	5	3.76106194690265	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250503233000	https://nyunews.com/2025/05/03/washington-square-news-dharma-niles-appointed-eic/
1241667460	20250503	202505	2025	2025.3370	ELI	ACTOR						ELI													1	010	010	01	1	0.0	6	1	6	5.19031141868512	3	Bahai Faith, California, United States	US	USCA	CA065	33.9859	-117.37	2455603	0								3	Bahai Faith, California, United States	US	USCA		33.9859	-117.37	2455603	20250503233000	https://dailytimes.com.pk/1295571/penn-badgley-reveals-he-keeps-the-holy-quran-by-his-bedside/
1241667461	20250503	202505	2025	2025.3370	ELI	FIRST LADY						ELI													1	040	040	04	1	1.0	10	1	10	3.47826086956522	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20250503233000	https://en.apa.az/official-news/president-of-azerbaijan-ilham-aliyev-met-with-patriarch-kirill-of-moscow-and-all-russia-updated-photo-466708
1241667462	20250503	202505	2025	2025.3370	ELI	FIRST LADY						ELI													1	051	051	05	1	3.4	10	1	10	3.47826086956522	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250503233000	https://en.apa.az/official-news/president-of-azerbaijan-ilham-aliyev-met-with-patriarch-kirill-of-moscow-and-all-russia-updated-photo-466708
1241667463	20250503	202505	2025	2025.3370	ELI	FIRST LADY						ELI													0	051	051	05	1	3.4	6	1	6	3.47826086956522	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20250503233000	https://en.apa.az/official-news/president-of-azerbaijan-ilham-aliyev-met-with-patriarch-kirill-of-moscow-and-all-russia-updated-photo-466708
