1242903294	20250510	202505	2025	2025.3562	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	2	4	-5.11033681765389	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.elliotlakestandard.ca:443/opinion/columnists/unemployment-is-up-economy-tanking-its-not-about-trump/wcm/05b2c9f9-6358-4586-b363-b17b96fd4d26
1242903295	20250510	202505	2025	2025.3562	CAN	CANADIAN	CAN								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	4	2	4	-5.11033681765389	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.elliotlakestandard.ca:443/opinion/columnists/unemployment-is-up-economy-tanking-its-not-about-trump/wcm/05b2c9f9-6358-4586-b363-b17b96fd4d26
1242903296	20250510	202505	2025	2025.3562	CAN	CANADA	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	042	042	04	1	1.9	6	2	6	-5.11033681765389	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.elliotlakestandard.ca:443/opinion/columnists/unemployment-is-up-economy-tanking-its-not-about-trump/wcm/05b2c9f9-6358-4586-b363-b17b96fd4d26
1242903297	20250510	202505	2025	2025.3562	CAN	CANADA	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	042	042	04	1	1.9	2	2	2	-5.11033681765389	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.elliotlakestandard.ca:443/opinion/columnists/unemployment-is-up-economy-tanking-its-not-about-trump/wcm/05b2c9f9-6358-4586-b363-b17b96fd4d26
1242903298	20250510	202505	2025	2025.3562	CAN	CANADA	CAN								idg	INDIGENOUS			idg						1	043	043	04	1	2.8	4	1	4	3.02114803625377	4	Arrow Lakes, British Columbia, Canada	CA	CA02	12544	50	-118	-560319	4	Columbia River, Canada (general), Canada	CA	CA00	31654	46.25	-124	-562880	4	Arrow Lakes, British Columbia, Canada	CA	CA02	12544	50	-118	-560319	20250510000000	https://www.terracestandard.com/news/adult-salmon-makes-historic-swim-into-upper-columbia-river-system-7999380
1242903299	20250510	202505	2025	2025.3562	CAN	CANADA	CAN								idg	INDIGENOUS			idg						1	043	043	04	1	2.8	2	1	2	3.02114803625377	4	Arrow Lakes, British Columbia, Canada	CA	CA02	12544	50	-118	-560319	4	Columbia River, Canada (general), Canada	CA	CA00	31654	46.25	-124	-562880	4	Castlegar, British Columbia, Canada	CA	CA02	12554	49.3167	-117.667	-562300	20250510000000	https://www.terracestandard.com/news/adult-salmon-makes-historic-swim-into-upper-columbia-river-system-7999380
1242903300	20250510	202505	2025	2025.3562	CAN	CANADA	CAN								idg	INDIGENOUS			idg						1	128	128	12	3	-5.0	10	1	10	1.15606936416185	4	Williams Lake, British Columbia, Canada	CA	CA02	154724	52.1167	-122.15	-576014	4	Williams Lake, British Columbia, Canada	CA	CA02	154724	52.1167	-122.15	-576014	4	Williams Lake, British Columbia, Canada	CA	CA02	154724	52.1167	-122.15	-576014	20250510000000	https://www.terracestandard.com/home2/bc-bear-witness-day-parade-marches-for-indigenous-children-7999554
1242903301	20250510	202505	2025	2025.3562	CANEDU	SASKATCHEWAN	CAN					EDU			EDU	STUDENT						EDU			1	012	012	01	1	-0.4	10	1	10	-1.52671755725191	0								0								0								20250510000000	https://globalnews.ca/news/11173282/saskatchewan-students-higher-tuition-this-fall/
1242903302	20250510	202505	2025	2025.3562	CANGOV	TORONTO	CAN					GOV													1	042	042	04	1	1.9	12	2	12	-3.90455531453362	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250510000000	https://www.cochranetimespost.ca:443/entertainment/television/rob-ford-story-coming-to-netflix-as-part-of-trainwreck-series/wcm/36bbc047-229b-483e-95c7-cbd1347aae91
1242903303	20250510	202505	2025	2025.3562	CANGOV	CANADA	CAN					GOV			CAN	CANADA	CAN								0	040	040	04	1	1.0	4	2	4	-1.06995884773663	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250510000000	https://www.elliotlakestandard.ca:443/opinion/chris-selley-please-spare-us-from-another-impotent-image-obsessed-cabinet-mr-carney/wcm/23fc65b0-1868-454a-a566-2bfd5ff83caf
1242903304	20250510	202505	2025	2025.3562	CANGOV	TORONTO	CAN					GOV			CAN	CANADA	CAN								1	043	043	04	1	2.8	4	2	4	-3.90455531453362	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250510000000	https://www.cochranetimespost.ca:443/entertainment/television/rob-ford-story-coming-to-netflix-as-part-of-trainwreck-series/wcm/36bbc047-229b-483e-95c7-cbd1347aae91
1242903305	20250510	202505	2025	2025.3562	CANGOV	CANADIAN	CAN					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	12	2	12	-5.11033681765389	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250510000000	https://www.elliotlakestandard.ca:443/opinion/columnists/unemployment-is-up-economy-tanking-its-not-about-trump/wcm/05b2c9f9-6358-4586-b363-b17b96fd4d26
1242903306	20250510	202505	2025	2025.3562	CANGOV	CANADA	CAN					GOV			GOV	KING						GOV			0	040	040	04	1	1.0	16	2	16	-1.06995884773663	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250510000000	https://www.elliotlakestandard.ca:443/opinion/chris-selley-please-spare-us-from-another-impotent-image-obsessed-cabinet-mr-carney/wcm/23fc65b0-1868-454a-a566-2bfd5ff83caf
1242903307	20250510	202505	2025	2025.3562	CANGOV	CANADIAN	CAN					GOV			USA	WASHINGTON	USA								1	042	042	04	1	1.9	3	1	3	-1.56378600823045	1	China	CH	CH		35	105	CH	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250510000000	https://www.dailysignal.com/2025/05/09/canada-missed-out-on-a-huge-opportunity/
1242903308	20250510	202505	2025	2025.3562	CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	2	4	-5.11033681765389	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.elliotlakestandard.ca:443/opinion/columnists/unemployment-is-up-economy-tanking-its-not-about-trump/wcm/05b2c9f9-6358-4586-b363-b17b96fd4d26
1242903309	20250510	202505	2025	2025.3562	CHE	SWITZERLAND	CHE																		1	026	026	02	1	4.0	4	1	4	-3.01953818827708	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20250510000000	https://www.gdnonline.com:443/Details/1352699
1242903310	20250510	202505	2025	2025.3562	CHE	SWITZERLAND	CHE								CHN	CHINESE	CHN								0	036	036	03	1	4.0	4	2	4	0	1	Switzerland	SZ	SZ		47	8	SZ	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Switzerland	SZ	SZ		47	8	SZ	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242903311	20250510	202505	2025	2025.3562	CHE	SWITZERLAND	CHE								CHN	CHINESE	CHN								0	036	036	03	1	4.0	16	2	16	0	1	Switzerland	SZ	SZ		47	8	SZ	1	China	CH	CH		35	105	CH	1	Switzerland	SZ	SZ		47	8	SZ	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242903312	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		1	010	010	01	1	0.0	4	1	4	0.37735849056604	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250510000000	https://foreignpolicy.com/2025/05/09/china-us-trade-tariff-talks-trump-bessent-greer/
1242903313	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN																		0	010	010	01	1	0.0	7	1	7	-1.33779264214047	4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	0								4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903314	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		1	010	010	01	1	0.0	2	1	2	-2.00296735905045	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250510000000	https://foreignpolicy.com/2025/05/09/china-us-trade-tariff-talks-trump-bessent-greer-russia-victory-day-ukraine/
1242903315	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		1	010	010	01	1	0.0	2	1	2	-2.00296735905045	1	Peru	PE	PE		-10	-76	PE	0								1	Peru	PE	PE		-10	-76	PE	20250510000000	https://foreignpolicy.com/2025/05/09/china-us-trade-tariff-talks-trump-bessent-greer-russia-victory-day-ukraine/
1242903316	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		1	036	036	03	1	4.0	10	1	10	0	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250510000000	https://drudge.com/news/283770/trump-team-seeks-tariff-cuts-rare-earths
1242903317	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		1	043	043	04	1	2.8	1	1	1	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	0								4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903318	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		0	051	051	05	1	3.4	2	1	2	-1.33779264214047	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	0								1	South Korea	KS	KS		37	127.5	KS	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903319	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN																		1	051	051	05	1	3.4	5	1	5	-1.33779264214047	4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	0								4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903320	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN																		0	120	120	12	3	-4.0	1	1	1	-1.33779264214047	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	0								4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903321	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN																		0	120	120	12	3	-4.0	4	1	4	-1.33779264214047	4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	0								4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903322	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN																		0	120	120	12	3	-4.0	3	1	3	-1.33779264214047	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903323	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN																		0	150	150	15	4	-7.2	6	1	6	-6.72682526661196	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250510000000	https://themoderatevoice.com/casus-belli-for-the-pakistan-india-war/
1242903324	20250510	202505	2025	2025.3562	CHN	CHINA	CHN																		0	172	172	17	4	-5.0	2	1	2	1.61725067385444	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250510000000	https://www.11alive.com/article/money/mothers-day-2025-flower-chocolate-prices-tariff-hikes/85-ee5483a9-9ae6-4816-8c2e-48dfff5b7724
1242903325	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								AUS	AUSTRALIA	AUS								0	046	046	04	1	7.0	4	1	4	-4.25531914893617	1	China	CH	CH		35	105	CH	4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	20250510000000	https://www.redlandcitybulletin.com.au/story/8963248/tears-laughter-as-family-front-mushroom-murder-trial/
1242903326	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN								CHE	SWITZERLAND	CHE								0	036	036	03	1	4.0	4	2	4	0	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242903327	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN								CHE	SWITZERLAND	CHE								0	036	036	03	1	4.0	16	2	16	0	1	China	CH	CH		35	105	CH	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242903328	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	014	014	01	1	0.0	4	4	4	-0.80213903743315	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250510000000	https://www.gulfcoastnewsnow.com/article/trump-considers-lowering-tariffs-on-china-to-80-ahead-of-trade-talks/64730381
1242903329	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								CVL	VILLAGE						CVL			1	042	042	04	1	1.9	2	1	2	0	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	20250510000000	https://english.news.cn/20250509/56b8d7cbb60743b7bb669c3e43b089c7/c.html
1242903330	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	014	014	01	1	0.0	4	4	4	-0.80213903743315	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.gulfcoastnewsnow.com/article/trump-considers-lowering-tariffs-on-china-to-80-ahead-of-trade-talks/64730381
1242903331	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	014	014	01	1	0.0	4	4	4	-0.80213903743315	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	China	CH	CH		35	105	CH	20250510000000	https://www.gulfcoastnewsnow.com/article/trump-considers-lowering-tariffs-on-china-to-80-ahead-of-trade-talks/64730381
1242903332	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	014	014	01	1	0.0	8	4	8	-0.80213903743315	1	China	CH	CH		35	105	CH	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.gulfcoastnewsnow.com/article/trump-considers-lowering-tariffs-on-china-to-80-ahead-of-trade-talks/64730381
1242903333	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			0	046	046	04	1	7.0	10	1	10	-1.4475271411339	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250510000000	https://www.mymoinfo.com/syndicated-article/?id=1618901
1242903334	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			0	050	050	05	1	3.5	10	1	10	-1.4475271411339	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250510000000	https://www.mymoinfo.com/syndicated-article/?id=1618901
1242903335	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	010	010	01	1	0.0	2	1	2	-1.33779264214047	4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	4	To Feng, Jiangsu, China	CH	CH04	13237	34.5667	118.85	-1929379	20250510000000	https://foreignpolicy.com/2025/05/09/china-xi-identity-ethnic-minorities/
1242903336	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	017	017	01	1	0.0	7	1	7	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903337	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	017	017	01	1	0.0	1	1	1	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903338	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	030	030	03	1	4.0	4	1	4	6.97674418604651	5	Anhui, Anhui, China	CH	CH01	12996	32	117	-1896677	1	Malaysia	MY	MY		2.5	112.5	MY	5	Anhui, Anhui, China	CH	CH01	12996	32	117	-1896677	20250510000000	https://english.news.cn/20250509/ee118c947776468ca7403300b37f69d2/c.html
1242903339	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								0	030	030	03	1	4.0	2	1	2	4.24107142857143	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903340	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								0	030	030	03	1	4.0	2	1	2	4.24107142857143	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903341	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	030	030	03	1	4.0	1	1	1	6.97674418604651	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	5	Anhui, Anhui, China	CH	CH01	12996	32	117	-1896677	20250510000000	https://english.news.cn/20250509/ee118c947776468ca7403300b37f69d2/c.html
1242903342	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN								MYS	MALAYSIA	MYS								0	036	036	03	1	4.0	1	1	1	4.24107142857143	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903343	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN								MYS	MALAYSIA	MYS								0	036	036	03	1	4.0	1	1	1	4.24107142857143	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903344	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	3	1	3	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903345	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	4	1	4	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903346	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	1	1	1	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903347	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								MYS	MALAYSIA	MYS								1	043	043	04	1	2.8	13	1	9	4.24107142857143	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	4	Feng Yi, Sichuan, China	CH	CH32	13003	31.429	106.462	10341842	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903348	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN								MYS	MALAYSIA	MYS								0	057	057	05	1	8.0	1	1	1	4.24107142857143	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903349	20250510	202505	2025	2025.3562	CHN	CHINESE	CHN								MYS	MALAYSIA	MYS								0	057	057	05	1	8.0	1	1	1	4.24107142857143	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	4	Liang Liang, Perak, Malaysia	MY	MY07	18585	4.4	100.883	-2370394	4	Xing Xing, Jiangsu, China	CH	CH04	13155	32.3354	119.703	11483520	20250510000000	https://www.thestar.com.my/news/nation/2025/05/10/quiet-farewell-for-beloved-duo
1242903350	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-1.4475271411339	1	China	CH	CH		35	105	CH	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.mymoinfo.com/syndicated-article/?id=1618901
1242903351	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-1.4475271411339	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://www.mymoinfo.com/syndicated-article/?id=1618901
1242903352	20250510	202505	2025	2025.3562	CHN	CHINA	CHN								USA	THE US	USA								0	061	061	06	2	6.4	5	1	5	-1.21739130434782	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250510000000	https://www.businessoffashion.com/articles/sustainability/tariff-windfall-tests-limits-of-indias-apparel-factories/
1242903353	20250510	202505	2025	2025.3562	CHR	CHRISTIAN				CHR															1	010	010	01	1	0.0	10	1	10	0.47961630695443	0								0								0								20250510000000	https://www.irishtimes.com/culture/books/review/2025/05/10/dazzling-darkness-the-lives-and-afterlives-of-the-christian-mystics-the-magic-theatre-by-james-harpur/
1242903354	20250510	202505	2025	2025.3562	CHR	CHRISTIAN				CHR															1	010	010	01	1	0.0	5	1	5	-3.45549738219895	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250510000000	https://www.cookislandsnews.com/internal/features/church-talk/church-talk-christ-has-risen-alleluia/
