1243839007	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			COP	POLICE						COP			1	110	110	11	3	-2.0	2	1	2	6.16438356164383	3	Brusly Middle School, Louisiana, United States	US	USLA	LA121	30.3905	-91.2329	551010	3	Brusly Middle School, Louisiana, United States	US	USLA		30.3905	-91.2329	551010	3	Brusly Middle School, Louisiana, United States	US	USLA		30.3905	-91.2329	551010	20250514180000	https://www.wafb.com/2025/05/14/john-fosters-welcome-home-parade-concert-information/
1243839008	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			COP	POLICE						COP			1	110	110	11	3	-2.0	1	1	1	6.16438356164383	3	Iberville Parish, Louisiana, United States	US	USLA	LA047	30.2669	-91.4001	558582	3	Iberville Parish, Louisiana, United States	US	USLA		30.2669	-91.4001	558582	3	Iberville Parish, Louisiana, United States	US	USLA		30.2669	-91.4001	558582	20250514180000	https://www.wafb.com/2025/05/14/john-fosters-welcome-home-parade-concert-information/
1243839009	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			CVL	ENGINEER						CVL			1	043	043	04	1	2.8	5	1	5	0.36148537627342	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250514180000	https://tapeop.com:443/interviews/104/bill-whitlock
1243839010	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			CVL	COMMUNITY						CVL			1	173	173	17	4	-5.0	5	1	5	8.33333333333334	0								0								0								20250514180000	https://www.tribune242.com/news/2025/may/14/tributes-paid-to-androsian-aramina-auntie-bye-bain-turning-100-year-old/
1243839011	20250514	202505	2025	2025.3671	EDU	COLLEGE						EDU			ESP	SPANISH	ESP								0	010	010	01	1	0.0	3	1	3	2.71580989330747	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
1243839012	20250514	202505	2025	2025.3671	EDU	COLLEGE						EDU			ESP	SPANISH	ESP								0	036	036	03	1	4.0	2	1	2	2.71580989330747	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
1243839013	20250514	202505	2025	2025.3671	EDU	COLLEGE						EDU			ESP	SPANISH	ESP								0	036	036	03	1	4.0	8	1	8	2.71580989330747	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
1243839014	20250514	202505	2025	2025.3671	EDU	COLLEGE						EDU			ESP	SPANISH	ESP								0	042	042	04	1	1.9	2	1	2	2.71580989330747	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
1243839015	20250514	202505	2025	2025.3671	EDU	COLLEGE						EDU			ESP	SPANISH	ESP								0	042	042	04	1	1.9	8	1	8	2.71580989330747	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
1243839016	20250514	202505	2025	2025.3671	EDU	UNIVERSITY						EDU			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	1	1	1	-2.7027027027027	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250514180000	https://www.nzherald.co.nz/nz/why-new-zealand-immigration-stance-differs-from-uks-new-hardline-approach-the-front-page/7DTK4YWF7VCOFP3POWDWLXG5XU/
1243839017	20250514	202505	2025	2025.3671	EDU	PROFESSOR						EDU			GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	3	1	3	-2.7027027027027	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250514180000	https://www.nzherald.co.nz/nz/why-new-zealand-immigration-stance-differs-from-uks-new-hardline-approach-the-front-page/7DTK4YWF7VCOFP3POWDWLXG5XU/
1243839018	20250514	202505	2025	2025.3671	EDU	UNIVERSITY						EDU			GBREDU	UNITED KINGDOM	GBR					EDU			1	010	010	01	1	0.0	1	1	1	-2.7027027027027	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250514180000	https://www.nzherald.co.nz/nz/why-new-zealand-immigration-stance-differs-from-uks-new-hardline-approach-the-front-page/7DTK4YWF7VCOFP3POWDWLXG5XU/
1243839019	20250514	202505	2025	2025.3671	EDU	STUDENT						EDU			GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU		1	020	020	02	1	3.0	10	1	10	-2.72727272727273	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250514180000	https://wblk.com/ixp/854/p/5-years-of-no-payments-in-new-york-get-ready-for-bills-to-restart/
1243839020	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			GOVEDU	MINIST OF EDUCATION						GOV	EDU		0	046	046	04	1	7.0	10	1	10	1.14942528735633	0								0								0								20250514180000	https://www.nzherald.co.nz/bay-of-plenty-times/news/tauriko-school-faces-relocation-for-sh29-rebuild-will-remain-open/7YRCN7CBMNAYXH6VW6WKX4DJFM/
1243839021	20250514	202505	2025	2025.3671	EDU	UNIVERSITY						EDU			JEW	JEWISH				JEW					1	013	013	01	1	0.4	10	1	10	-4.7556142668428	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250514180000	https://forward.com/fast-forward/719941/man-burns-library-books-on-jewish-history-including-anne-franks-diary-in-jewish-suburb-of-cleveland/
1243839022	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			JUD	ATTORNEY						JUD			0	020	020	02	1	3.0	3	1	3	-4.94233937397035	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250514180000	https://www.infowars.com/posts/hep-b-vaccines-come-with-high-risk-little-benefit-why-does-cdc-recommend-them-for-every-newborn
1243839023	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			JUD	ATTORNEY						JUD			0	090	090	09	2	-2.0	4	1	4	-4.94233937397035	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250514180000	https://www.infowars.com/posts/hep-b-vaccines-come-with-high-risk-little-benefit-why-does-cdc-recommend-them-for-every-newborn
1243839024	20250514	202505	2025	2025.3671	EDU	LECTURER						EDU			NZL	NEW ZEALAND	NZL								0	043	043	04	1	2.8	4	1	2	0.60483870967742	4	Raukawa, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.7333	176.667	-1517176	4	Raukawa, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.7333	176.667	-1517176	4	Raukawa, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.7333	176.667	-1517176	20250514180000	https://www.nzherald.co.nz/nz/politics/regulatory-standards-bill-faces-backlash-at-urgent-waitangi-tribunal-hearing/NEKDPBFLEZGKNHMVMVA6KOYHCA/
1243839025	20250514	202505	2025	2025.3671	EDU	LECTURER						EDU			NZL	NEW ZEALAND	NZL								0	071	071	07	2	7.4	2	1	2	0.60483870967742	4	Raukawa, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.7333	176.667	-1517176	4	Raukawa, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.7333	176.667	-1517176	4	Raukawa, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.7333	176.667	-1517176	20250514180000	https://www.nzherald.co.nz/nz/politics/regulatory-standards-bill-faces-backlash-at-urgent-waitangi-tribunal-hearing/NEKDPBFLEZGKNHMVMVA6KOYHCA/
1243839026	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			REL	RELIGION									0	030	030	03	1	4.0	4	1	4	4.12272291466923	3	West Chester, Pennsylvania, United States	US	USPA	PA029	39.9607	-75.6055	1190943	3	West Chester, Pennsylvania, United States	US	USPA		39.9607	-75.6055	1190943	3	West Chester, Pennsylvania, United States	US	USPA		39.9607	-75.6055	1190943	20250514180000	https://catholicphilly.com/2025/05/news/local-news/learning-with-robots-and-code-that-drives-them-opens-future-for-students/
1243839027	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			REL	RELIGION									0	030	030	03	1	4.0	6	1	6	4.12272291466923	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250514180000	https://catholicphilly.com/2025/05/news/local-news/learning-with-robots-and-code-that-drives-them-opens-future-for-students/
1243839028	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-4.94233937397035	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250514180000	https://www.infowars.com/posts/hep-b-vaccines-come-with-high-risk-little-benefit-why-does-cdc-recommend-them-for-every-newborn
1243839029	20250514	202505	2025	2025.3671	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-0.32930845225027	3	Bradford County, Florida, United States	US	USFL	FL007	29.9502	-82.1498	303634	3	Bradford County, Florida, United States	US	USFL		29.9502	-82.1498	303634	3	Bradford County, Florida, United States	US	USFL		29.9502	-82.1498	303634	20250514180000	https://www.yahoo.com/news/state-council-highlights-ways-help-172600418.html
1243839030	20250514	202505	2025	2025.3671	EDU	UNIVERSITY						EDU			USA	FLORIDA	USA								0	040	040	04	1	1.0	2	1	2	-0.32930845225027	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Bradford County, Florida, United States	US	USFL		29.9502	-82.1498	303634	3	Bradford County, Florida, United States	US	USFL		29.9502	-82.1498	303634	20250514180000	https://www.yahoo.com/news/state-council-highlights-ways-help-172600418.html
1243839031	20250514	202505	2025	2025.3671	EDU	STUDENT						EDU			USA	AMERICAN	USA								1	042	042	04	1	1.9	3	1	3	5.69476082004555	1	Spain	SP	SP		40	-4	SP	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250514180000	https://www.postandcourier.com/kingstree/kingstree/community-news/foreign-exchange-student-program-needs-host-families/article_9b5c4023-1236-4121-b61f-ba6654d1fc3e.html
1243839032	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			USA	AUSTIN	USA								1	111	111	11	3	-2.0	6	1	6	-0.237247924080671	3	Palo Alto, Texas, United States	US	USTX	TX355	27.6617	-97.7975	1378826	3	Palo Alto, Texas, United States	US	USTX		27.6617	-97.7975	1378826	3	Palo Alto, Texas, United States	US	USTX		27.6617	-97.7975	1378826	20250514180000	https://www.paloaltoonline.com/news/2025/05/14/congressman-slams-palo-alto-school-district-over-honors-biology/
1243839033	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			USAJUD	UNITED STATES	USA					JUD			0	020	020	02	1	3.0	1	1	1	-4.94233937397035	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250514180000	https://www.infowars.com/posts/hep-b-vaccines-come-with-high-risk-little-benefit-why-does-cdc-recommend-them-for-every-newborn
1243839034	20250514	202505	2025	2025.3671	EDU	SCHOOL						EDU			USAJUD	UNITED STATES	USA					JUD			0	090	090	09	2	-2.0	1	1	1	-4.94233937397035	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250514180000	https://www.infowars.com/posts/hep-b-vaccines-come-with-high-risk-little-benefit-why-does-cdc-recommend-them-for-every-newborn
1243839035	20250514	202505	2025	2025.3671	EDU	UNIVERSITY						EDU			USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	10	1	10	-2.90135396518375	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250514180000	https://www.yahoo.com/news/egg-prices-drop-remain-near-165512292.html
1243839036	20250514	202505	2025	2025.3671	EDU	STUDENT						EDU			USAMED	THE ASSOCIATED PRESS	USA					MED			1	160	160	16	4	-4.0	2	1	2	-6.69975186104218	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20250514180000	https://www.yahoo.com/news/students-teachers-evacuated-boat-due-165619760.html
1243839037	20250514	202505	2025	2025.3671	EDU	STUDENT						EDU			idg	INDIGENOUS			idg						1	051	051	05	1	3.4	10	1	10	2.60416666666667	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20250514180000	https://www.mbcradio.com/2025/05/71448
1243839038	20250514	202505	2025	2025.3671	EDUEDU	SCHOOL						EDU	EDU		EDU	SCHOOL						EDU			0	141	141	14	3	-6.5	4	1	4	4.12272291466923	3	Springfield, Pennsylvania, United States	US	USPA	PA045	39.9307	-75.3202	1188289	3	Springfield, Pennsylvania, United States	US	USPA	PA045	39.9307	-75.3202	1188289	3	Springfield, Pennsylvania, United States	US	USPA	PA045	39.9307	-75.3202	1188289	20250514180000	https://catholicphilly.com/2025/05/news/local-news/learning-with-robots-and-code-that-drives-them-opens-future-for-students/
1243839039	20250514	202505	2025	2025.3671	EDUEDU	SCHOOL						EDU	EDU		EDU	SCHOOL						EDU			0	141	141	14	3	-6.5	6	1	6	4.12272291466923	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Springfield, Pennsylvania, United States	US	USPA	PA045	39.9307	-75.3202	1188289	20250514180000	https://catholicphilly.com/2025/05/news/local-news/learning-with-robots-and-code-that-drives-them-opens-future-for-students/
1243839040	20250514	202505	2025	2025.3671	EDUREL	COLLEGE						EDU													1	120	120	12	3	-4.0	10	1	10	-3.53260869565217	0								0								0								20250514180000	https://www.yorkpress.co.uk/news/25163661.ampleforth-college-monk-denies-abusing-two-former-students/
1243839041	20250514	202505	2025	2025.3671	EGY	ALEXANDRIA	EGY								GUYEDU	GEORGETOWN	GUY					EDU			1	0841	084	08	2	7.0	10	1	10	-3.23741007194245	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250514180000	https://www.yahoo.com/news/judge-orders-release-georgetown-scholar-173947414.html
1243839042	20250514	202505	2025	2025.3671	EGY	EGYPT	EGY								ISR	ISRAEL	ISR								0	0841	084	08	2	7.0	1	1	1	0.59880239520959	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250514180000	https://www.algemeiner.com/2025/05/14/could-trumps-trip-offer-a-new-hope-for-israeli-arab-alliances-in-the-middle-east/
1243839043	20250514	202505	2025	2025.3671	EGY	EGYPT	EGY								ISR	ISRAEL	ISR								0	0841	084	08	2	7.0	1	1	1	0.59880239520959	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250514180000	https://www.algemeiner.com/2025/05/14/could-trumps-trip-offer-a-new-hope-for-israeli-arab-alliances-in-the-middle-east/
1243839044	20250514	202505	2025	2025.3671	ELI	ACTOR						ELI			MNCUSA	DISNEY	USA					MNC			1	042	042	04	1	1.9	12	1	6	-1.36452241715399	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	20250514180000	https://www.hellomagazine.com/film/832082/general-hospital-kirsten-storms-talks-questionable-experience-on-show/
1243839045	20250514	202505	2025	2025.3671	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	2	-1.36452241715399	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	20250514180000	https://www.hellomagazine.com/film/832082/general-hospital-kirsten-storms-talks-questionable-experience-on-show/
1243839046	20250514	202505	2025	2025.3671	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	2	-1.36452241715399	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	20250514180000	https://www.hellomagazine.com/film/832082/general-hospital-kirsten-storms-talks-questionable-experience-on-show/
1243839047	20250514	202505	2025	2025.3671	ELIAGR	RETIRED						ELI	AGR												1	090	090	09	2	-2.0	4	1	4	-10.0294985250738	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250514180000	https://www.yahoo.com/news/grimes-boys-were-named-shortly-160609509.html
1243839048	20250514	202505	2025	2025.3671	ELIAGR	RETIRED						ELI	AGR												1	193	193	19	4	-10.0	4	1	4	-10.0294985250738	3	Sullivan County, Indiana, United States	US	USIN	IN153	39.0953	-87.4059	450391	0								3	Sullivan County, Indiana, United States	US	USIN		39.0953	-87.4059	450391	20250514180000	https://www.yahoo.com/news/grimes-boys-were-named-shortly-160609509.html
1243839049	20250514	202505	2025	2025.3671	ELIEDU	RETIRED						ELI	EDU		HLH	NURSE						HLH			1	042	042	04	1	1.9	2	1	2	8.35734870317003	3	University Of Maryland, Maryland, United States	US	USMD	MD033	38.9859	-76.9386	598205	3	University Of Maryland, Maryland, United States	US	USMD		38.9859	-76.9386	598205	3	University Of Maryland, Maryland, United States	US	USMD		38.9859	-76.9386	598205	20250514180000	https://www.myeasternshoremd.com/kent_county_news/news/nurse-excellence-awards-presented-at-chesapeake-college/article_0295e1db-2ab5-4316-9f56-4059842ef68e.html
1243839050	20250514	202505	2025	2025.3671	ELIMIL	RETIRED						ELI	MIL		ELI	RETIRED						ELI			0	010	010	01	1	0.0	10	1	10	1.5748031496063	4	Bandawa, Nigeria (general), Nigeria	NI	NI00	191135	9.26667	11.2833	-2001908	4	Bandawa, Nigeria (general), Nigeria	NI	NI00	191135	9.26667	11.2833	-2001908	4	Bandawa, Nigeria (general), Nigeria	NI	NI00	191135	9.26667	11.2833	-2001908	20250514180000	https://dailypost.ng/2025/05/14/army-commander-visits-taraba-community-after-deadly-clash-vows-stronger-security-presence/
1243839051	20250514	202505	2025	2025.3671	ELIMIL	RETIRED						ELI	MIL		ELI	RETIRED						ELI			0	051	051	05	1	3.4	5	1	5	1.5748031496063	4	Bandawa, Nigeria (general), Nigeria	NI	NI00	191135	9.26667	11.2833	-2001908	4	Bandawa, Nigeria (general), Nigeria	NI	NI00	191135	9.26667	11.2833	-2001908	4	Bandawa, Nigeria (general), Nigeria	NI	NI00	191135	9.26667	11.2833	-2001908	20250514180000	https://dailypost.ng/2025/05/14/army-commander-visits-taraba-community-after-deadly-clash-vows-stronger-security-presence/
1243839052	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	010	010	01	1	0.0	2	1	2	-5.28497409326425	4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	0								4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	20250514180000	https://www.dailymail.co.uk/tvshowbiz/article-14712413/James-Argent-breaks-silence-given-suspended-jail-sentence-pushing-ex-Nicoline-Arthursson-steps-Spain.html
1243839053	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	020	020	02	1	3.0	2	1	2	-0.83144368858655	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250514180000	https://www.history.com/articles/the-heist-that-made-the-mona-lisa-famous
1243839054	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	020	020	02	1	3.0	2	1	2	-0.83144368858655	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20250514180000	https://www.history.com/articles/the-heist-that-made-the-mona-lisa-famous
1243839055	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		1	051	051	05	1	3.4	1	1	1	4.74860335195531	1	Spain	SP	SP		40	-4	SP	0								4	Monterrey, Nuevo LeóX, Mexico	MX	MX19	20545	25.6667	-100.317	-1684228	20250514180000	https://ksabfm.iheart.com/content/2025-05-14-bobby-pulido-releases-ojal-te-animes-live-duet-with-bronco/
1243839056	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		1	051	051	05	1	3.4	1	1	1	4.74860335195531	1	Spain	SP	SP		40	-4	SP	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250514180000	https://ksabfm.iheart.com/content/2025-05-14-bobby-pulido-releases-ojal-te-animes-live-duet-with-bronco/
1243839057	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	081	081	08	2	5.0	2	1	2	-5.28497409326425	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	0								4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	20250514180000	https://www.dailymail.co.uk/tvshowbiz/article-14712413/James-Argent-breaks-silence-given-suspended-jail-sentence-pushing-ex-Nicoline-Arthursson-steps-Spain.html
1243839058	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	081	081	08	2	5.0	2	1	2	-5.28497409326425	4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	0								4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	20250514180000	https://www.dailymail.co.uk/tvshowbiz/article-14712413/James-Argent-breaks-silence-given-suspended-jail-sentence-pushing-ex-Nicoline-Arthursson-steps-Spain.html
1243839059	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	0842	084	08	2	7.0	4	1	4	-5.28497409326425	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	0								4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	20250514180000	https://www.dailymail.co.uk/tvshowbiz/article-14712413/James-Argent-breaks-silence-given-suspended-jail-sentence-pushing-ex-Nicoline-Arthursson-steps-Spain.html
1243839060	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	114	114	11	3	-2.0	4	1	4	-5.28497409326425	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	0								4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	20250514180000	https://www.dailymail.co.uk/tvshowbiz/article-14712413/James-Argent-breaks-silence-given-suspended-jail-sentence-pushing-ex-Nicoline-Arthursson-steps-Spain.html
1243839061	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP																		0	1712	171	17	4	-9.2	4	1	4	-0.83144368858655	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20250514180000	https://www.history.com/articles/the-heist-that-made-the-mona-lisa-famous
1243839062	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP								COP	POLICE						COP			0	010	010	01	1	0.0	2	1	2	-5.28497409326425	4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	4	Mijas, AndalucíSP, Spain	SP	SP51	25782	36.5953	-4.63986	-392052	20250514180000	https://www.dailymail.co.uk/tvshowbiz/article-14712413/James-Argent-breaks-silence-given-suspended-jail-sentence-pushing-ex-Nicoline-Arthursson-steps-Spain.html
1243839063	20250514	202505	2025	2025.3671	ESP	SPAIN	ESP								DEU	GERMAN	DEU								1	040	040	04	1	1.0	4	1	4	-5.04807692307692	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250514180000	https://www.euractiv.com/section/politics/opinion/the-brief-ursula-von-deletion-doesnt-care/
1243839064	20250514	202505	2025	2025.3671	ESP	SPANISH	ESP								EDU	COLLEGE						EDU			0	043	043	04	1	2.8	2	1	2	2.71580989330747	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
1243839065	20250514	202505	2025	2025.3671	ESP	SPANISH	ESP								EDU	COLLEGE						EDU			0	043	043	04	1	2.8	8	1	8	2.71580989330747	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250514180000	https://catholicphilly.com/2025/05/facesofhope/catholic-couple-nearly-gave-up-on-faith-now-they-build-it-for-teens/
