1242027382	20250506	202505	2025	2025.3452											PAK	PAKISTAN	PAK								1	046	046	04	1	7.0	2	1	2	-1.70940170940171	0								1	Pakistan	PK	PK		30	70	PK	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250506064500	https://vietnamnews.vn/world/1717106/indian-pm-modi-holds-high-level-security-meetings-amid-rising-tensions-with-pakistan.html
1242027383	20250506	202505	2025	2025.3452											PANGOV	PANAMA	PAN					GOV			0	051	051	05	1	3.4	6	1	6	-4.36781609195402	0								4	Punta Patino, Darien, Panama	PM	PM05	23725	8.25639	-78.3069	-168169	4	Punta Patino, Darien, Panama	PM	PM05	23725	8.25639	-78.3069	-168169	20250506064500	https://www.mariettatimes.com/news/international-news-apwire/2025/05/few-migrants-remain-in-the-darien-gap-but-an-environmental-crisis-has-been-left-behind/
1242027384	20250506	202505	2025	2025.3452											PANGOV	PANAMA	PAN					GOV			0	073	073	07	2	7.4	6	1	6	-4.36781609195402	0								4	Punta Patino, Darien, Panama	PM	PM05	23725	8.25639	-78.3069	-168169	4	Punta Patino, Darien, Panama	PM	PM05	23725	8.25639	-78.3069	-168169	20250506064500	https://www.mariettatimes.com/news/international-news-apwire/2025/05/few-migrants-remain-in-the-darien-gap-but-an-environmental-crisis-has-been-left-behind/
1242027385	20250506	202505	2025	2025.3452											PRK	CHUNGCHEONG	PRK								1	042	042	04	1	1.9	6	1	6	-6.85434516523867	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250506064500	https://www.koreaherald.com:443/article/10481045
1242027386	20250506	202505	2025	2025.3452											PRT	PORTUGAL	PRT								1	173	173	17	4	-5.0	2	1	2	-8.48375451263538	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20250506064500	https://www.morningjournalnews.com/news/local-news/2025/05/wellsville-shooting-case-that-injured-juvenile-sent-to-grand-jury/
1242027387	20250506	202505	2025	2025.3452											PRT	PORTUGAL	PRT								1	180	180	18	4	-9.0	2	1	2	-8.48375451263538	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20250506064500	https://www.morningjournalnews.com/news/local-news/2025/05/wellsville-shooting-case-that-injured-juvenile-sent-to-grand-jury/
1242027388	20250506	202505	2025	2025.3452											PTY	PARTY MEMBER									0	036	036	03	1	4.0	10	1	10	-2.21402214022141	0								4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	20250506064500	https://www.narrominenewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242027389	20250506	202505	2025	2025.3452											PTY	PRESIDENTIAL CANDIDATE									1	190	190	19	4	-10.0	1	1	1	2.1039603960396	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250506064500	https://www.koreaherald.com:443/article/10481044
1242027390	20250506	202505	2025	2025.3452											SDN	PORT SUDAN	SDN								0	073	073	07	2	7.4	10	1	10	-6.4891846921797	0								4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20250506064500	https://www.yahoo.com/news/drones-hit-port-sudan-airport-055208330.html
1242027391	20250506	202505	2025	2025.3452											SPY	OPERATIVE						SPY			0	043	043	04	1	2.8	6	1	6	0.49875311720699	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20250506064500	https://blueprint.ng/57-garlands-for-the-area-boy-who-became-dss-boss/
1242027392	20250506	202505	2025	2025.3452											TKMGOV	TURKMENISTAN	TKM					GOV			0	043	043	04	1	2.8	2	1	2	3.94088669950739	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250506064500	https://www.newscentralasia.net/2025/05/06/arkadag-berdimuhamedov-meets-president-macron-in-france-visit/
1242027393	20250506	202505	2025	2025.3452											TKMGOV	TURKMENISTAN	TKM					GOV			0	043	043	04	1	2.8	8	1	8	3.94088669950739	0								1	Turkmenistan	TX	TX		40	60	TX	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250506064500	https://www.newscentralasia.net/2025/05/06/arkadag-berdimuhamedov-meets-president-macron-in-france-visit/
1242027394	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	-3.7201062887511	0								3	Pomona, California, United States	US	USCA	CA037	34.0553	-117.752	1661247	3	Pomona, California, United States	US	USCA	CA037	34.0553	-117.752	1661247	20250506064500	https://thepolypost.com/news/2025/05/06/cpp-addresses-3-6m-in-improper-payroll-costs-identified-during-state-audit/
1242027395	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-2.29885057471265	0								3	Town Hall, New York, United States	US	USNY		40.7561	-73.9853	2083212	3	Town Hall, New York, United States	US	USNY		40.7561	-73.9853	2083212	20250506064500	https://westchester.news12.com/constituent-removed-from-rep-mike-lawlers-town-hall-speaks-out-lawler-responds
1242027396	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	-3.7201062887511	0								2	California, United States	US	USCA		36.17	-119.746	CA	3	Pomona, California, United States	US	USCA	CA037	34.0553	-117.752	1661247	20250506064500	https://thepolypost.com/news/2025/05/06/cpp-addresses-3-6m-in-improper-payroll-costs-identified-during-state-audit/
1242027397	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	7.5	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250506064500	https://www.yahoo.com/news/knoxville-fanboy-expo-returns-star-033554561.html
1242027398	20250506	202505	2025	2025.3452											USA	PENNSYLVANIA	USA								0	036	036	03	1	4.0	10	1	10	6.63716814159292	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250506064500	https://www.lockhaven.com/news/local-news/2025/05/garrity-4m-owed-to-county-residents-in-unclaimed-property/
1242027399	20250506	202505	2025	2025.3452											USA	THE US	USA								1	040	040	04	1	1.0	5	1	5	0	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506064500	https://www.kuna.net.kw/ArticleDetails.aspx?id=3229064&Language=en
1242027400	20250506	202505	2025	2025.3452											USA	AMERICAN	USA								1	042	042	04	1	1.9	6	1	6	-1.4519056261343	0								3	Independence Hall, Pennsylvania, United States	US	USPA		39.9487	-75.1502	1177722	3	Independence Hall, Pennsylvania, United States	US	USPA		39.9487	-75.1502	1177722	20250506064500	https://www.observertoday.com/opinion/commentary/2025/05/having-the-last-word/
1242027401	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-2.29885057471265	0								3	Town Hall, New York, United States	US	USNY		40.7561	-73.9853	2083212	3	Town Hall, New York, United States	US	USNY		40.7561	-73.9853	2083212	20250506064500	https://westchester.news12.com/constituent-removed-from-rep-mike-lawlers-town-hall-speaks-out-lawler-responds
1242027402	20250506	202505	2025	2025.3452											USA	WISCONSIN	USA								0	051	051	05	1	3.4	10	1	10	-2.4455077086656	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20250506064500	https://milwaukeenns.org/2025/05/05/opinion-the-dire-threat-to-nonprofits-that-serve-the-people-some-want-to-forget/
1242027403	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	0874	087	08	2	10.0	6	1	6	0.99431818181818	0								3	Chino Hills State Park, California, United States	US	USCA		33.93	-117.723	1844317	3	Chino Hills State Park, California, United States	US	USCA		33.93	-117.723	1844317	20250506064500	https://thepolypost.com/arts-and-culture/2025/05/06/chino-hills-state-park-super-bloom-lures-visitors-to-hiking-trails/
1242027404	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								0	100	100	10	3	-5.0	6	1	6	-2.41286863270777	0								3	Islesboro, Maine, United States	US	USME	ME027	44.3084	-68.9034	568707	3	Islesboro, Maine, United States	US	USME	ME027	44.3084	-68.9034	568707	20250506064500	https://www.bangordailynews.com/2025/05/06/midcoast/midcoast-government/lawmakers-want-maine-keep-docking-ferries-overnight-on-islands-joam40zk0w/
1242027405	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	8	1	8	-0.982318271119844	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250506064500	https://www.yahoo.com/news/usf-researchers-see-record-high-013721754.html
1242027406	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	8	1	8	-0.982318271119844	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20250506064500	https://www.yahoo.com/news/usf-researchers-see-record-high-013721754.html
1242027407	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	4	1	4	-2.21631205673759	0								3	Pomona, California, United States	US	USCA	CA037	34.0553	-117.752	1661247	3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	20250506064500	https://thepolypost.com/news/2025/05/06/pomonas-working-class-hit-by-trump-immigration-crackdown/
1242027408	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-9.14826498422717	0								3	Mccracken County, Kentucky, United States	US	USKY		37.0501	-88.7001	516925	3	Paducah, Kentucky, United States	US	USKY	KY145	37.0834	-88.6	500106	20250506064500	https://www.wpsdlocal6.com/news/mcso-three-arrested-victim-in-critical-condition-after-weekend-shooting/article_fc1f5f24-dcaa-4130-8910-26024660baba.html
1242027409	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-9.14826498422717	0								3	Mccracken County, Kentucky, United States	US	USKY		37.0501	-88.7001	516925	3	Mccracken County, Kentucky, United States	US	USKY		37.0501	-88.7001	516925	20250506064500	https://www.wpsdlocal6.com/news/mcso-three-arrested-victim-in-critical-condition-after-weekend-shooting/article_fc1f5f24-dcaa-4130-8910-26024660baba.html
1242027410	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-4.39560439560439	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250506064500	https://www.britannica.com/topic/Birdman-of-Alcatraz
1242027411	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-4.19727177334732	0								3	Brooklyn, Illinois, United States	US	USIL	IL169	40.2259	-90.7632	404911	3	Brooklyn, Illinois, United States	US	USIL	IL169	40.2259	-90.7632	404911	20250506064500	https://riverheadlocal.com/2025/05/05/fred-mclaughlin-one-of-the-lucky-ones-in-a-stupid-war/
1242027412	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-4.39560439560439	0								3	Leavenworth, Kansas, United States	US	USKS	KS103	39.3111	-94.9225	478411	3	Leavenworth, Kansas, United States	US	USKS	KS103	39.3111	-94.9225	478411	20250506064500	https://www.britannica.com/topic/Birdman-of-Alcatraz
1242027413	20250506	202505	2025	2025.3452											USA	MASSACHUSETTS	USA								0	190	190	19	4	-10.0	5	1	5	-4.19727177334732	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250506064500	https://riverheadlocal.com/2025/05/05/fred-mclaughlin-one-of-the-lucky-ones-in-a-stupid-war/
1242027414	20250506	202505	2025	2025.3452											USA	UNITED STATES	USA								1	193	193	19	4	-10.0	6	1	6	-9.14826498422717	0								3	Paducah, Kentucky, United States	US	USKY	KY145	37.0834	-88.6	500106	3	Paducah, Kentucky, United States	US	USKY	KY145	37.0834	-88.6	500106	20250506064500	https://www.wpsdlocal6.com/news/mcso-three-arrested-victim-in-critical-condition-after-weekend-shooting/article_fc1f5f24-dcaa-4130-8910-26024660baba.html
1242027415	20250506	202505	2025	2025.3452											USACVL	UNITED STATES	USA					CVL			1	042	042	04	1	1.9	2	1	2	6.63716814159292	0								3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250506064500	https://www.lockhaven.com/news/local-news/2025/05/garrity-4m-owed-to-county-residents-in-unclaimed-property/
1242027416	20250506	202505	2025	2025.3452											UZBBUS	UZBEKISTAN	UZB					BUS			0	060	060	06	2	6.0	10	1	10	9.00432900432896	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20250506064500	https://endzonescore.com/love2love-lv/
1242027417	20250506	202505	2025	2025.3452											VAT	VATICAN	VAT								1	036	036	03	1	4.0	5	1	5	0.85653104925054	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250506064500	https://www.kcbd.com/2025/05/06/lubbock-bishop-praying-over-election-new-pope-reflects-francis-legacy/
1242027418	20250506	202505	2025	2025.3452											ZWE	ZIMBABWE	ZWE								1	051	051	05	1	3.4	2	1	2	3.89380530973452	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20250506064500	https://www.newsday.co.zw/local-news/article/200041566/innscor-cleft-lip-programme-restores-smiles-on-children
1242027419	20250506	202505	2025	2025.3452	AFG	KABUL	AFG																		1	042	042	04	1	1.9	20	1	20	-8.03571428571429	4	Samangan, Samangan, Afghanistan	AF	AF32	100022	36.2647	68.0155	-3389748	0								4	Samangan, Samangan, Afghanistan	AF	AF32	100022	36.2647	68.0155	-3389748	20250506064500	https://english.news.cn/asiapacific/20250506/c098793317e44d4a8a5e80336dd720e8/c.html
1242027420	20250506	202505	2025	2025.3452	AFR	AFRICA	AFR																		1	070	070	07	2	7.0	10	1	10	3.92857142857143	1	Nigeria	NI	NI		10	8	NI	0								1	Nigeria	NI	NI		10	8	NI	20250506064500	https://blueprint.ng/nigeria-poised-to-lead-africas-next-tech-revolution-says-microsoft/
1242027421	20250506	202505	2025	2025.3452	AFR	AFRICA	AFR																		1	071	071	07	2	7.4	10	1	10	4.6242774566474	1	Kenya	KE	KE		1	38	KE	0								1	Kenya	KE	KE		1	38	KE	20250506064500	https://blueprint.ng/aliko-dangote-foundation-announces-2025-young-leaders-fellows/
1242027422	20250506	202505	2025	2025.3452	AFR	AFRICA	AFR								JUDJUD	HIGH COURT						JUD	JUD		0	020	020	02	1	3.0	6	1	6	-3.77358490566038	4	Mhlanga, Eastern Cape, South Africa	SF	SF05	77353	-31.1856	29.6913	-1259870	4	Mhlanga, Eastern Cape, South Africa	SF	SF05	77353	-31.1856	29.6913	-1259870	4	Mhlanga, Eastern Cape, South Africa	SF	SF05	77353	-31.1856	29.6913	-1259870	20250506064500	https://www.newsday.co.zw/local-news/article/200041582/hstv-takes-challenge-to-concourt
1242027423	20250506	202505	2025	2025.3452	AFR	AFRICA	AFR								JUDJUD	HIGH COURT						JUD	JUD		0	0841	084	08	2	7.0	6	1	6	-3.77358490566038	4	Mhlanga, Eastern Cape, South Africa	SF	SF05	77353	-31.1856	29.6913	-1259870	4	Mhlanga, Eastern Cape, South Africa	SF	SF05	77353	-31.1856	29.6913	-1259870	4	Mhlanga, Eastern Cape, South Africa	SF	SF05	77353	-31.1856	29.6913	-1259870	20250506064500	https://www.newsday.co.zw/local-news/article/200041582/hstv-takes-challenge-to-concourt
1242027424	20250506	202505	2025	2025.3452	AGR	FARMER						AGR													0	144	144	14	3	-7.5	8	1	8	-7.33137829912023	4	Ambala, Haryana, India	IN	IN10	17831	30.3783	76.7808	-2088644	0								4	Ambala, Haryana, India	IN	IN10	17831	30.3783	76.7808	-2088644	20250506064500	https://indianexpress.com/article/cities/chandigarh/jagjit-dallewal-message-punjab-cm-cops-crackdown-thwart-farmers-stir-9985252/
1242027425	20250506	202505	2025	2025.3452	AGR	FARMER						AGR													0	144	144	14	3	-7.5	2	1	2	-7.33137829912023	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	0								4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20250506064500	https://indianexpress.com/article/cities/chandigarh/jagjit-dallewal-message-punjab-cm-cops-crackdown-thwart-farmers-stir-9985252/
1242027426	20250506	202505	2025	2025.3452	AGR	FARMER						AGR			USA	BUFFALO	USA								1	090	090	09	2	-2.0	5	1	5	1.18543607112616	3	Fredonia, Texas, United States	US	USTX	TX319	30.9321	-99.1134	1357701	3	Fredonia, Texas, United States	US	USTX	TX319	30.9321	-99.1134	1357701	3	Fredonia, Texas, United States	US	USTX	TX319	30.9321	-99.1134	1357701	20250506064500	https://www.observertoday.com/life/entertainment/2025/05/gallery-features-works-by-27-suny-students/
1242027427	20250506	202505	2025	2025.3452	AGRLAB	FARMER						AGR	LAB												0	191	191	19	4	-9.5	4	1	4	-7.33137829912023	4	Ajitwal, Punjab, India	IN	IN23	70233	30.8167	75.3333	-2088341	0								4	Ajitwal, Punjab, India	IN	IN23	70233	30.8167	75.3333	-2088341	20250506064500	https://indianexpress.com/article/cities/chandigarh/jagjit-dallewal-message-punjab-cm-cops-crackdown-thwart-farmers-stir-9985252/
1242027428	20250506	202505	2025	2025.3452	AGRLAB	FARMER						AGR	LAB												0	191	191	19	4	-9.5	6	1	6	-7.33137829912023	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250506064500	https://indianexpress.com/article/cities/chandigarh/jagjit-dallewal-message-punjab-cm-cops-crackdown-thwart-farmers-stir-9985252/
1242027429	20250506	202505	2025	2025.3452	AGRLAB	FARMER						AGR	LAB		COP	POLICE						COP			0	140	140	14	3	-6.5	4	1	4	-7.33137829912023	4	Ajitwal, Punjab, India	IN	IN23	70233	30.8167	75.3333	-2088341	4	Ajitwal, Punjab, India	IN	IN23	70233	30.8167	75.3333	-2088341	4	Ajitwal, Punjab, India	IN	IN23	70233	30.8167	75.3333	-2088341	20250506064500	https://indianexpress.com/article/cities/chandigarh/jagjit-dallewal-message-punjab-cm-cops-crackdown-thwart-farmers-stir-9985252/
1242027430	20250506	202505	2025	2025.3452	AGRLAB	FARMER						AGR	LAB		COP	POLICE						COP			0	140	140	14	3	-6.5	6	1	6	-7.33137829912023	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250506064500	https://indianexpress.com/article/cities/chandigarh/jagjit-dallewal-message-punjab-cm-cops-crackdown-thwart-farmers-stir-9985252/
1242027431	20250506	202505	2025	2025.3452	ARE	ABU DHABI	ARE																		1	043	043	04	1	2.8	18	1	10	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027432	20250506	202505	2025	2025.3452	ARE	ABU DHABI	ARE																		0	043	043	04	1	2.8	2	1	2	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								1	India	IN	IN		20	77	IN	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027433	20250506	202505	2025	2025.3452	ARE	UNITED ARAB EMIRATES	ARE								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	6	1	6	-2.64900662251655	1	United Arab Emirates	AE	AE		24	54	AE	1	Russia	RS	RS		60	100	RS	1	Saudi Arabia	SA	SA		25	45	SA	20250506064500	https://www.thehindubusinessline.com/markets/commodities/dropping-oil-price-boosts-odds-of-ukraine-peace-deal-trump-says/article69543597.ece
1242027434	20250506	202505	2025	2025.3452	ARE	UNITED ARAB EMIRATES	ARE								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	2	1	2	-2.64900662251655	1	Qatar	QA	QA		25.5	51.25	QA	1	Russia	RS	RS		60	100	RS	1	Saudi Arabia	SA	SA		25	45	SA	20250506064500	https://www.thehindubusinessline.com/markets/commodities/dropping-oil-price-boosts-odds-of-ukraine-peace-deal-trump-says/article69543597.ece
1242027435	20250506	202505	2025	2025.3452	ARE	UNITED ARAB EMIRATES	ARE								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	2	1	2	-2.64900662251655	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250506064500	https://www.thehindubusinessline.com/markets/commodities/dropping-oil-price-boosts-odds-of-ukraine-peace-deal-trump-says/article69543597.ece
1242027436	20250506	202505	2025	2025.3452	ARE	ABU DHABI	ARE								SAU	SAUDI	SAU								0	036	036	03	1	4.0	1	1	1	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	Saudi Arabia	SA	SA		25	45	SA	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027437	20250506	202505	2025	2025.3452	ARE	ABU DHABI	ARE								SAU	SAUDI	SAU								0	036	036	03	1	4.0	1	1	1	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027438	20250506	202505	2025	2025.3452	ARE	ABU DHABI	ARE								SAU	SAUDI ARABIAN	SAU								0	043	043	04	1	2.8	3	1	3	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027439	20250506	202505	2025	2025.3452	ARE	UNITED ARAB EMIRATES	ARE								SAUCVL	SAUDI ARABIA	SAU					CVL			0	036	036	03	1	4.0	2	1	2	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	Saudi Arabia	SA	SA		25	45	SA	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027440	20250506	202505	2025	2025.3452	ARE	ABU DHABI	ARE								SAUCVL	SAUDI	SAU					CVL			0	036	036	03	1	4.0	4	1	4	9	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027441	20250506	202505	2025	2025.3452	ARM	ARMENIA	ARM																		0	010	010	01	1	0.0	4	1	4	-6.8930562595033	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20250506064500	http://today.az/news/politics/258909.html
1242027442	20250506	202505	2025	2025.3452	ARM	ARMENIAN	ARM																		0	193	193	19	4	-10.0	5	1	5	-6.8930562595033	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20250506064500	http://today.az/news/politics/258909.html
1242027443	20250506	202505	2025	2025.3452	ARM	ARMENIA	ARM								AZE	AZERBAIJAN	AZE								0	030	030	03	1	4.0	3	1	3	0	1	Armenia	AM	AM		40	45	AM	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Armenia	AM	AM		40	45	AM	20250506064500	https://www.counterpunch.org/2025/05/06/the-best-pope-in-my-lifetime/
1242027444	20250506	202505	2025	2025.3452	ARM	ARMENIA	ARM								AZE	AZERBAIJAN	AZE								0	030	030	03	1	4.0	1	1	1	0	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250506064500	https://www.counterpunch.org/2025/05/06/the-best-pope-in-my-lifetime/
1242027445	20250506	202505	2025	2025.3452	ARM	ARMENIA	ARM								AZE	AZERBAIJAN	AZE								0	030	030	03	1	4.0	1	1	1	0	1	Syria	SY	SY		35	38	SY	1	Yemen	YM	YM		15.5	47.5	YM	1	Syria	SY	SY		35	38	SY	20250506064500	https://www.counterpunch.org/2025/05/06/the-best-pope-in-my-lifetime/
1242027446	20250506	202505	2025	2025.3452	ARM	ARMENIAN	ARM								AZE	AZERBAIJAN	AZE								0	190	190	19	4	-10.0	1	1	1	-6.8930562595033	4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	20250506064500	http://today.az/news/politics/258909.html
1242027447	20250506	202505	2025	2025.3452	ARM	ARMENIAN	ARM								AZE	AZERBAIJAN	AZE								0	190	190	19	4	-10.0	1	1	1	-6.8930562595033	1	Armenia	AM	AM		40	45	AM	4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	1	Armenia	AM	AM		40	45	AM	20250506064500	http://today.az/news/politics/258909.html
1242027448	20250506	202505	2025	2025.3452	ARM	ARMENIAN	ARM								MIL	MILITARY						MIL			1	042	042	04	1	1.9	7	1	7	-6.8930562595033	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250506064500	http://today.az/news/politics/258909.html
1242027449	20250506	202505	2025	2025.3452	ARM	ARMENIAN	ARM								MIL	MILITARY						MIL			1	093	093	09	2	-2.0	7	1	7	-6.8930562595033	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250506064500	http://today.az/news/politics/258909.html
