"onet_soc","commodity_code","hot_technology","in_demand"
"13-1011.00",43232313,FALSE,FALSE
"13-1011.00",43233502,TRUE,FALSE
"13-1021.00",43232306,TRUE,FALSE
"13-1021.00",43231507,TRUE,FALSE
"13-1021.00",43232303,FALSE,FALSE
"13-1021.00",43231601,FALSE,FALSE
"13-1021.00",43231602,FALSE,FALSE
"13-1021.00",43232408,TRUE,FALSE
"13-1021.00",43233501,FALSE,FALSE
"13-1021.00",43231508,FALSE,FALSE
"13-1021.00",43232306,TRUE,FALSE
"13-1021.00",43231602,FALSE,FALSE
"13-1021.00",43232110,TRUE,TRUE
"13-1021.00",43231513,TRUE,TRUE
"13-1021.00",43233501,TRUE,TRUE
"13-1021.00",43232106,TRUE,TRUE
"13-1021.00",43231507,TRUE,FALSE
"13-1021.00",43232104,TRUE,TRUE
"13-1021.00",43232306,TRUE,FALSE
"13-1021.00",43232306,FALSE,FALSE
"13-1021.00",43232303,TRUE,FALSE
"13-1021.00",43231602,TRUE,FALSE
"13-1021.00",43232705,FALSE,FALSE
"13-1021.00",43232104,FALSE,FALSE
"13-1022.00",43231601,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43231505,FALSE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43232303,FALSE,FALSE
"13-1022.00",43232108,FALSE,FALSE
"13-1022.00",43232402,TRUE,FALSE
"13-1022.00",43233501,FALSE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43232620,FALSE,FALSE
"13-1022.00",43232107,TRUE,FALSE
"13-1022.00",43232102,FALSE,FALSE
"13-1022.00",43231506,FALSE,FALSE
"13-1022.00",43231601,TRUE,FALSE
"13-1022.00",43231508,FALSE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43231506,FALSE,FALSE
"13-1022.00",43232107,FALSE,FALSE
"13-1022.00",43231506,FALSE,FALSE
"13-1022.00",43232306,TRUE,FALSE
"13-1022.00",43232110,TRUE,TRUE
"13-1022.00",43232705,FALSE,FALSE
"13-1022.00",43231513,TRUE,TRUE
"13-1022.00",43233501,TRUE,TRUE
"13-1022.00",43232106,TRUE,TRUE
"13-1022.00",43231507,TRUE,FALSE
"13-1022.00",43233513,TRUE,FALSE
"13-1022.00",43233004,TRUE,FALSE
"13-1022.00",43232104,TRUE,TRUE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43231503,FALSE,FALSE
"13-1022.00",43232306,TRUE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43231602,TRUE,FALSE
"13-1022.00",43231506,FALSE,FALSE
"13-1022.00",43231505,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43232106,FALSE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43231507,FALSE,FALSE
"13-1022.00",43232314,FALSE,FALSE
"13-1022.00",43231602,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43231602,TRUE,TRUE
"13-1022.00",43232108,FALSE,FALSE
"13-1022.00",43231503,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43232110,FALSE,FALSE
"13-1022.00",43232705,FALSE,FALSE
"13-1022.00",43232611,FALSE,FALSE
"13-1022.00",43232104,FALSE,FALSE
"13-1023.00",43231601,FALSE,FALSE
"13-1023.00",43232202,TRUE,FALSE
"13-1023.00",43232110,FALSE,FALSE
"13-1023.00",43232306,FALSE,FALSE
"13-1023.00",43231601,FALSE,FALSE
"13-1023.00",43232605,FALSE,FALSE
"13-1023.00",43232110,FALSE,FALSE
"13-1023.00",43231601,FALSE,FALSE
"13-1023.00",43231604,FALSE,FALSE
"13-1023.00",43231601,FALSE,FALSE
"13-1023.00",43231604,FALSE,FALSE
"13-1023.00",43232305,FALSE,FALSE
"13-1023.00",43232306,FALSE,FALSE
"13-1023.00",43231507,FALSE,FALSE
"13-1023.00",43232306,FALSE,FALSE
"13-1023.00",43231604,FALSE,FALSE
"13-1023.00",43231507,FALSE,FALSE
"13-1023.00",43231514,FALSE,FALSE
"13-1023.00",43232104,TRUE,FALSE
"13-1023.00",43232314,FALSE,FALSE
"13-1023.00",43231604,FALSE,FALSE
"13-1023.00",43232110,FALSE,FALSE
"13-1023.00",43233501,FALSE,FALSE
"13-1023.00",43233701,FALSE,FALSE
"13-1023.00",43231602,FALSE,FALSE
"13-1023.00",43231601,TRUE,FALSE
"13-1023.00",43231508,FALSE,FALSE
"13-1023.00",43232306,TRUE,FALSE
"13-1023.00",43231602,TRUE,FALSE
"13-1023.00",43231602,FALSE,FALSE
"13-1023.00",43232110,TRUE,TRUE
"13-1023.00",43231513,TRUE,TRUE
"13-1023.00",43233501,TRUE,TRUE
"13-1023.00",43232106,TRUE,TRUE
"13-1023.00",43231507,TRUE,FALSE
"13-1023.00",43233513,TRUE,TRUE
"13-1023.00",43231518,TRUE,FALSE
"13-1023.00",43232104,TRUE,TRUE
"13-1023.00",43232314,FALSE,FALSE
"13-1023.00",43231602,FALSE,FALSE
"13-1023.00",43232306,TRUE,FALSE
"13-1023.00",43231604,FALSE,FALSE
"13-1023.00",43231602,FALSE,FALSE
"13-1023.00",43231602,TRUE,FALSE
"13-1023.00",43231602,FALSE,FALSE
"13-1023.00",43231507,TRUE,FALSE
"13-1023.00",43232605,FALSE,FALSE
"13-1023.00",43232605,FALSE,FALSE
"13-1023.00",43232306,FALSE,FALSE
"13-1023.00",43231602,FALSE,FALSE
"13-1023.00",43232305,FALSE,FALSE
"13-1023.00",43231602,TRUE,TRUE
"13-1023.00",43232102,FALSE,FALSE
"13-1023.00",43231604,FALSE,FALSE
"13-1023.00",43232305,FALSE,FALSE
"13-1023.00",43232705,FALSE,FALSE
"13-1023.00",43232605,FALSE,FALSE
"13-1023.00",43232306,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43231602,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232705,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43231604,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43231513,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232901,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43231602,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232309,FALSE,FALSE
"13-1031.00",43232306,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232703,FALSE,FALSE
"13-1031.00",43232305,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232901,FALSE,FALSE
"13-1031.00",43231604,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43232306,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232610,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232605,FALSE,FALSE
"13-1031.00",43232605,FALSE,FALSE
"13-1031.00",43232202,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232605,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43232610,FALSE,FALSE
"13-1031.00",43232610,FALSE,FALSE
"13-1031.00",43232306,TRUE,FALSE
"13-1031.00",43232110,TRUE,TRUE
"13-1031.00",43231513,TRUE,TRUE
"13-1031.00",43233501,TRUE,TRUE
"13-1031.00",43232106,TRUE,FALSE
"13-1031.00",43232112,FALSE,FALSE
"13-1031.00",43232104,TRUE,FALSE
"13-1031.00",43232705,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43231604,FALSE,FALSE
"13-1031.00",43231604,FALSE,FALSE
"13-1031.00",43231604,FALSE,FALSE
"13-1031.00",43231511,FALSE,FALSE
"13-1031.00",43232306,FALSE,FALSE
"13-1031.00",43231604,FALSE,FALSE
"13-1031.00",43232604,FALSE,FALSE
"13-1031.00",43232306,FALSE,TRUE
"13-1031.00",43233502,TRUE,FALSE
"13-1032.00",43232102,FALSE,FALSE
"13-1032.00",43232202,TRUE,FALSE
"13-1032.00",43231507,FALSE,FALSE
"13-1032.00",43231507,FALSE,FALSE
"13-1032.00",43232409,FALSE,TRUE
"13-1032.00",43233501,FALSE,FALSE
"13-1032.00",43232306,FALSE,FALSE
"13-1032.00",43232306,FALSE,FALSE
"13-1032.00",43232110,TRUE,FALSE
"13-1032.00",43231513,TRUE,FALSE
"13-1032.00",43233501,TRUE,FALSE
"13-1032.00",43232106,TRUE,FALSE
"13-1032.00",43233004,TRUE,FALSE
"13-1032.00",43232104,TRUE,FALSE
"13-1032.00",43231507,FALSE,FALSE
"13-1032.00",43231601,FALSE,FALSE
"13-1032.00",43231507,FALSE,FALSE
"13-1032.00",43231507,FALSE,FALSE
"13-1032.00",43232306,FALSE,FALSE
"13-1032.00",43232705,FALSE,FALSE
"13-1032.00",43231507,FALSE,FALSE
"13-1041.00",43232306,FALSE,FALSE
"13-1041.00",43232306,FALSE,FALSE
"13-1041.00",43232306,FALSE,FALSE
"13-1041.00",43232102,FALSE,FALSE
"13-1041.00",43232111,FALSE,FALSE
"13-1041.00",43232502,FALSE,FALSE
"13-1041.00",43232306,TRUE,FALSE
"13-1041.00",43232110,TRUE,TRUE
"13-1041.00",43231513,TRUE,TRUE
"13-1041.00",43233501,TRUE,TRUE
"13-1041.00",43232106,TRUE,TRUE
"13-1041.00",43233004,TRUE,FALSE
"13-1041.00",43232104,TRUE,TRUE
"13-1041.00",43232306,FALSE,FALSE
"13-1041.00",43232306,FALSE,FALSE
"13-1041.00",43232306,FALSE,FALSE
"13-1041.00",43232104,FALSE,FALSE
"13-1041.01",43232202,TRUE,FALSE
"13-1041.01",43232604,TRUE,FALSE
"13-1041.01",43232306,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43231602,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232510,FALSE,FALSE
"13-1041.01",43232510,FALSE,TRUE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232306,TRUE,FALSE
"13-1041.01",43232110,TRUE,TRUE
"13-1041.01",43231513,TRUE,TRUE
"13-1041.01",43233501,TRUE,FALSE
"13-1041.01",43232106,TRUE,TRUE
"13-1041.01",43231507,TRUE,FALSE
"13-1041.01",43233513,TRUE,FALSE
"13-1041.01",43232104,TRUE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232303,TRUE,FALSE
"13-1041.01",43231602,TRUE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43232605,FALSE,FALSE
"13-1041.01",43233004,TRUE,FALSE
"13-1041.01",43232104,FALSE,FALSE
"13-1041.03",43232606,FALSE,FALSE
"13-1041.03",43232606,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231513,FALSE,FALSE
"13-1041.03",43232306,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43232606,FALSE,FALSE
"13-1041.03",43232605,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43232110,FALSE,FALSE
"13-1041.03",43232306,TRUE,FALSE
"13-1041.03",43232110,TRUE,TRUE
"13-1041.03",43231513,TRUE,TRUE
"13-1041.03",43233004,FALSE,FALSE
"13-1041.03",43233501,TRUE,TRUE
"13-1041.03",43232106,TRUE,TRUE
"13-1041.03",43233513,TRUE,FALSE
"13-1041.03",43232104,TRUE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43232605,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.03",43232104,FALSE,FALSE
"13-1041.03",43231505,FALSE,FALSE
"13-1041.04",43232202,TRUE,FALSE
"13-1041.04",43232102,TRUE,FALSE
"13-1041.04",43232102,TRUE,FALSE
"13-1041.04",43232112,TRUE,FALSE
"13-1041.04",43232102,TRUE,FALSE
"13-1041.04",43232604,TRUE,FALSE
"13-1041.04",43232604,TRUE,FALSE
"13-1041.04",43232604,TRUE,FALSE
"13-1041.04",43232306,FALSE,FALSE
"13-1041.04",43231507,FALSE,FALSE
"13-1041.04",43232306,FALSE,FALSE
"13-1041.04",43231601,FALSE,FALSE
"13-1041.04",43233501,FALSE,FALSE
"13-1041.04",43232510,FALSE,FALSE
"13-1041.04",43231508,FALSE,FALSE
"13-1041.04",43232306,TRUE,FALSE
"13-1041.04",43232110,TRUE,FALSE
"13-1041.04",43233502,FALSE,FALSE
"13-1041.04",43231513,TRUE,FALSE
"13-1041.04",43233501,TRUE,FALSE
"13-1041.04",43232106,TRUE,FALSE
"13-1041.04",43233004,TRUE,FALSE
"13-1041.04",43232104,TRUE,FALSE
"13-1041.04",43231508,FALSE,FALSE
"13-1041.04",43231508,FALSE,FALSE
"13-1041.04",43231508,FALSE,FALSE
"13-1041.04",43232202,FALSE,FALSE
"13-1041.04",43231602,TRUE,FALSE
"13-1041.04",43231506,FALSE,FALSE
"13-1041.04",43232306,FALSE,FALSE
"13-1041.04",43231506,FALSE,FALSE
"13-1041.04",43232104,FALSE,FALSE
"13-1041.06",43232102,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43232605,FALSE,FALSE
"13-1041.06",43231513,FALSE,FALSE
"13-1041.06",43232303,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43233501,FALSE,FALSE
"13-1041.06",43232202,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43232203,TRUE,FALSE
"13-1041.06",43233004,TRUE,FALSE
"13-1041.06",43232102,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43233004,TRUE,FALSE
"13-1041.06",43232110,TRUE,FALSE
"13-1041.06",43231513,TRUE,FALSE
"13-1041.06",43232106,TRUE,FALSE
"13-1041.06",43232305,TRUE,FALSE
"13-1041.06",43232104,TRUE,FALSE
"13-1041.06",43232102,FALSE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43232110,FALSE,FALSE
"13-1041.06",43232306,TRUE,FALSE
"13-1041.06",43232306,FALSE,FALSE
"13-1041.06",43232306,TRUE,FALSE
"13-1041.06",43233004,TRUE,FALSE
"13-1041.06",43232705,FALSE,FALSE
"13-1041.06",43232104,FALSE,FALSE
"13-1041.06",43233502,TRUE,FALSE
"13-1041.07",43232202,TRUE,FALSE
"13-1041.07",43232605,FALSE,FALSE
"13-1041.07",43232202,FALSE,FALSE
"13-1041.07",43232305,FALSE,FALSE
"13-1041.07",43232306,FALSE,FALSE
"13-1041.07",43231601,FALSE,FALSE
"13-1041.07",43232610,FALSE,FALSE
"13-1041.07",43231505,FALSE,FALSE
"13-1041.07",43232402,FALSE,FALSE
"13-1041.07",43232309,FALSE,FALSE
"13-1041.07",43233205,FALSE,FALSE
"13-1041.07",43232610,FALSE,FALSE
"13-1041.07",43232306,TRUE,FALSE
"13-1041.07",43231602,TRUE,FALSE
"13-1041.07",43232110,TRUE,TRUE
"13-1041.07",43231513,TRUE,TRUE
"13-1041.07",43233501,TRUE,TRUE
"13-1041.07",43232106,TRUE,TRUE
"13-1041.07",43231507,TRUE,FALSE
"13-1041.07",43233513,TRUE,FALSE
"13-1041.07",43232306,TRUE,FALSE
"13-1041.07",43231518,TRUE,FALSE
"13-1041.07",43232402,TRUE,FALSE
"13-1041.07",43232104,TRUE,TRUE
"13-1041.07",43232314,FALSE,FALSE
"13-1041.07",43233205,FALSE,FALSE
"13-1041.07",43232314,FALSE,FALSE
"13-1041.07",43232304,FALSE,FALSE
"13-1041.07",43231602,TRUE,FALSE
"13-1041.07",43232605,FALSE,FALSE
"13-1041.07",43232306,TRUE,FALSE
"13-1041.07",43231601,FALSE,FALSE
"13-1041.07",43232705,FALSE,FALSE
"13-1041.07",43232306,TRUE,FALSE
"13-1041.08",43232306,FALSE,FALSE
"13-1041.08",43232606,FALSE,FALSE
"13-1041.08",43232306,FALSE,FALSE
"13-1041.08",43233501,FALSE,FALSE
"13-1041.08",43231506,FALSE,FALSE
"13-1041.08",43232306,TRUE,FALSE
"13-1041.08",43232110,TRUE,TRUE
"13-1041.08",43231513,TRUE,TRUE
"13-1041.08",43233501,TRUE,TRUE
"13-1041.08",43232106,TRUE,TRUE
"13-1041.08",43232104,TRUE,FALSE
"13-1041.08",43233004,FALSE,FALSE
"13-1041.08",43232111,FALSE,FALSE
"13-1041.08",43232306,FALSE,FALSE
"13-1041.08",43231507,FALSE,FALSE
"13-1041.08",43231602,TRUE,FALSE
"13-1041.08",43232306,FALSE,FALSE
"13-1041.08",43232705,FALSE,FALSE
"13-1051.00",43232202,TRUE,FALSE
"13-1051.00",43232110,FALSE,FALSE
"13-1051.00",43232306,FALSE,FALSE
"13-1051.00",43232604,TRUE,FALSE
"13-1051.00",43232604,TRUE,FALSE
"13-1051.00",43231601,FALSE,FALSE
"13-1051.00",43232604,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43232605,FALSE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43232604,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43231512,FALSE,FALSE
"13-1051.00",43232604,FALSE,FALSE
"13-1051.00",43231601,FALSE,FALSE
"13-1051.00",43232605,FALSE,FALSE
"13-1051.00",43232110,FALSE,FALSE
"13-1051.00",43231601,FALSE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43231601,FALSE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43232604,FALSE,FALSE
"13-1051.00",43232605,FALSE,FALSE
"13-1051.00",43231511,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43232110,FALSE,FALSE
"13-1051.00",43231601,TRUE,FALSE
"13-1051.00",43232202,FALSE,FALSE
"13-1051.00",43231507,FALSE,FALSE
"13-1051.00",43232306,TRUE,FALSE
"13-1051.00",43232303,FALSE,FALSE
"13-1051.00",43231602,TRUE,FALSE
"13-1051.00",43232110,TRUE,TRUE
"13-1051.00",43231513,TRUE,TRUE
"13-1051.00",43232104,FALSE,FALSE
"13-1051.00",43233501,TRUE,TRUE
"13-1051.00",43232106,TRUE,TRUE
"13-1051.00",43231507,TRUE,FALSE
"13-1051.00",43231518,TRUE,FALSE
"13-1051.00",43232104,TRUE,TRUE
"13-1051.00",43231507,FALSE,TRUE
"13-1051.00",43232305,FALSE,FALSE
"13-1051.00",43231602,FALSE,FALSE
"13-1051.00",43231507,TRUE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43232605,TRUE,FALSE
"13-1051.00",43232605,FALSE,FALSE
"13-1051.00",43232605,FALSE,FALSE
"13-1051.00",43232306,FALSE,FALSE
"13-1051.00",43232306,FALSE,FALSE
"13-1051.00",43231601,FALSE,FALSE
"13-1051.00",43232305,FALSE,FALSE
"13-1051.00",43231602,TRUE,FALSE
"13-1051.00",43231604,FALSE,FALSE
"13-1051.00",43232305,FALSE,FALSE
"13-1051.00",43232102,TRUE,FALSE
"13-1051.00",43232605,FALSE,FALSE
"13-1051.00",43232306,FALSE,FALSE
"13-1071.00",43232202,TRUE,FALSE
"13-1071.00",43232102,TRUE,FALSE
"13-1071.00",43232107,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232102,TRUE,FALSE
"13-1071.00",43232112,TRUE,FALSE
"13-1071.00",43232202,FALSE,FALSE
"13-1071.00",43232102,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232405,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43232103,FALSE,FALSE
"13-1071.00",43233004,TRUE,FALSE
"13-1071.00",43231505,FALSE,TRUE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232605,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232303,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43233502,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232408,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232408,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232510,TRUE,FALSE
"13-1071.00",43232104,FALSE,FALSE
"13-1071.00",43232403,TRUE,FALSE
"13-1071.00",43232107,TRUE,FALSE
"13-1071.00",43233502,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43232701,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43231514,FALSE,FALSE
"13-1071.00",43232307,TRUE,FALSE
"13-1071.00",43232104,TRUE,FALSE
"13-1071.00",43233513,FALSE,FALSE
"13-1071.00",43233502,FALSE,FALSE
"13-1071.00",43232106,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232408,TRUE,FALSE
"13-1071.00",43232314,FALSE,FALSE
"13-1071.00",43232902,FALSE,FALSE
"13-1071.00",43232403,FALSE,FALSE
"13-1071.00",43233501,FALSE,FALSE
"13-1071.00",43233701,FALSE,FALSE
"13-1071.00",43232605,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231601,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231605,FALSE,FALSE
"13-1071.00",43231605,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232309,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43232103,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231514,TRUE,FALSE
"13-1071.00",43232610,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232306,TRUE,FALSE
"13-1071.00",43231602,TRUE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43232110,TRUE,TRUE
"13-1071.00",43232705,FALSE,FALSE
"13-1071.00",43231513,TRUE,TRUE
"13-1071.00",43233501,TRUE,TRUE
"13-1071.00",43232106,TRUE,TRUE
"13-1071.00",43231507,TRUE,FALSE
"13-1071.00",43232112,FALSE,FALSE
"13-1071.00",43233513,TRUE,FALSE
"13-1071.00",43232306,TRUE,FALSE
"13-1071.00",43232305,TRUE,FALSE
"13-1071.00",43231518,TRUE,FALSE
"13-1071.00",43232402,TRUE,FALSE
"13-1071.00",43232402,TRUE,FALSE
"13-1071.00",43233004,TRUE,FALSE
"13-1071.00",43232104,TRUE,TRUE
"13-1071.00",43232314,FALSE,FALSE
"13-1071.00",43231605,FALSE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43232306,FALSE,FALSE
"13-1071.00",43232314,FALSE,FALSE
"13-1071.00",43232306,TRUE,FALSE
"13-1071.00",43231604,FALSE,FALSE
"13-1071.00",43232303,FALSE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43231505,FALSE,TRUE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43231602,TRUE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43231507,TRUE,FALSE
"13-1071.00",43233004,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232701,FALSE,FALSE
"13-1071.00",43232401,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43232314,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231601,FALSE,FALSE
"13-1071.00",43232303,TRUE,FALSE
"13-1071.00",43231602,FALSE,FALSE
"13-1071.00",43232305,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231602,TRUE,FALSE
"13-1071.00",43232605,TRUE,FALSE
"13-1071.00",43231505,FALSE,FALSE
"13-1071.00",43231505,FALSE,FALSE
